node_id,area,coord,node_type_norm,current_alliance,owner_server,owner_server_source,server_side,pact_status,status_norm,frontline_group,enemy_flag,destroyed_flag,strategic_value,risk_score,risk_level,risk_note,confidence,memo
#480:E-5,#480,E-5,fishery,RCON,480,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#503:D-15,#503,D-15,fishery,299,299,ownership_current,enemy,unknown,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#503:D-3,#503,D-3,fishery,GX99,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#503:D-7,#503,D-7,fishery,TkTk,480,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#503:E-3,#503,E-3,fishery,RCON,480,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#503:E-7,#503,E-7,fishery,Lghs,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#509:D-15,#509,D-15,fishery,Lghs,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#509:D-17,#509,D-17,fishery,RCON,480,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#509:D-9,#509,D-9,fishery,476A,476,ownership_current,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#509:E-15,#509,E-15,fishery,GX99,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#509:E-19,#509,E-19,fishery,Lghs,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#509:E-21,#509,E-21,fishery,Lghs,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#509:E-9,#509,E-9,fishery,Lghs,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#534:D-7,#534,D-7,fishery,476B,476,ownership_current,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#534:D-9,#534,D-9,fishery,SHA,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#534:E-9,#534,E-9,fishery,SHA,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#440:c-10,#440,c-10,city,IMp,,unknown,unknown,unknown,owned,frontline_core,FALSE,FALSE,30,60,high,city +30; frontline_core +30,medium,
#440:d-12,#440,d-12,city,BAJ,440,alliance_directory,ally,attack_allowed,owned,frontline_core,FALSE,FALSE,30,60,high,city +30; frontline_core +30,medium,
#440:d-14,#440,d-14,city,BAJ,440,alliance_directory,ally,attack_allowed,owned,frontline_core,FALSE,FALSE,30,60,high,city +30; frontline_core +30,medium,
#503:d-12,#503,d-12,city,one,,unknown,unknown,unknown,owned,frontline_core,FALSE,FALSE,30,60,high,city +30; frontline_core +30,medium,
#503:d-14,#503,d-14,city,one,,unknown,unknown,unknown,owned,frontline_core,FALSE,FALSE,30,60,high,city +30; frontline_core +30,medium,
#509:c-8,#509,c-8,city,VEX,509,alliance_directory,ally,attack_allowed,owned,frontline_core,FALSE,FALSE,30,60,high,city +30; frontline_core +30,medium,
#509:d-14,#509,d-14,city,FHX,509,alliance_directory,ally,attack_allowed,owned,frontline_core,FALSE,FALSE,30,60,high,city +30; frontline_core +30,medium,
#511:c-10,#511,c-10,city,2N7,511,alliance_directory,ally,attack_allowed,owned,frontline_core,FALSE,FALSE,30,60,high,city +30; frontline_core +30,medium,
#511:c-8,#511,c-8,city,JLO,,unknown,unknown,unknown,owned,frontline_core,FALSE,FALSE,30,60,high,city +30; frontline_core +30,medium,
#523:c-8,#523,c-8,city,K4TR,,unknown,unknown,unknown,owned,frontline_core,FALSE,FALSE,30,60,high,city +30; frontline_core +30,medium,
#440:d-16,#440,d-16,city,TaW,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#440:d-6,#440,d-6,city,GoDs,440,alliance_alias,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#440:e-14,#440,e-14,city,GcC,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#440:e-16,#440,e-16,city,TaW,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#440:e-4,#440,e-4,city,IMp,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#440:e-6,#440,e-6,city,GoDs,440,alliance_alias,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#476:e-20,#476,e-20,city,R6q,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#480:d-16,#480,d-16,city,CDf8,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#480:d-4,#480,d-4,city,PmP,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#480:d-6,#480,d-6,city,WbW,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#480:d-8,#480,d-8,city,WbW,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#480:e-16,#480,e-16,city,CDf8,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#480:e-4,#480,e-4,city,PmP,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#503:d-4,#503,d-4,city,TIKW,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#503:e-14,#503,e-14,city,TIKW,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#503:e-16,#503,e-16,city,TIKW,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#509:d-16,#509,d-16,city,SsQ,509,alliance_alias,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#509:d-18,#509,d-18,city,SsQ,509,alliance_alias,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#509:d-4,#509,d-4,city,tWD,509,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#509:d-6,#509,d-6,city,tWD,509,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#509:d-8,#509,d-8,city,VEX,509,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#509:e-14,#509,e-14,city,FHX,509,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#509:e-18,#509,e-18,city,FHX,509,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#509:e-2,#509,e-2,city,tWD,509,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#509:e-4,#509,e-4,city,tWD,509,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#509:e-6,#509,e-6,city,tWD,509,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#509:e-8,#509,e-8,city,SsQ,509,alliance_alias,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#511:d-16,#511,d-16,city,sbM,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#511:d-20,#511,d-20,city,DaNG,511,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#511:d-6,#511,d-6,city,2N7,511,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#511:d-8,#511,d-8,city,2N7,511,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#511:e-16,#511,e-16,city,sbM,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#511:e-18,#511,e-18,city,SVa,511,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#511:e-20,#511,e-20,city,DaNG,511,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#523:d-10,#523,d-10,city,K4TR,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#523:e-14,#523,e-14,city,NBNH,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#523:e-4,#523,e-4,city,EDFS,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#523:e-8,#523,e-8,city,EDFS,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#534:d-16,#534,d-16,city,KTVS,534,alliance_directory,self,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#534:d-18,#534,d-18,city,sg3,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#534:d-2,#534,d-2,city,kOi,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#534:d-20,#534,d-20,city,KTVS,534,alliance_directory,self,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#534:d-6,#534,d-6,city,RGWC,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#534:d-8,#534,d-8,city,4tH,534,alliance_directory,self,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#534:e-16,#534,e-16,city,KTVS,534,alliance_directory,self,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#534:e-18,#534,e-18,city,89M,534,alliance_directory,self,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#534:e-2,#534,e-2,city,kOi,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#534:e-20,#534,e-20,city,89M,534,alliance_directory,self,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#534:e-8,#534,e-8,city,RGWC,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15,medium,
#440:E-11,#440,E-11,fishery,GoDs,440,alliance_alias,ally,attack_allowed,owned,frontline_core,FALSE,FALSE,10,40,mid,fishery +10; frontline_core +30,medium,
#480:D-11,#480,D-11,fishery,GcC,,unknown,unknown,unknown,owned,frontline_core,FALSE,FALSE,10,40,mid,fishery +10; frontline_core +30,medium,
#480:D-13,#480,D-13,fishery,WbW,,unknown,unknown,unknown,owned,frontline_core,FALSE,FALSE,10,40,mid,fishery +10; frontline_core +30,medium,
#509:E-11,#509,E-11,fishery,FHX,509,alliance_directory,ally,attack_allowed,owned,frontline_core,FALSE,FALSE,10,40,mid,fishery +10; frontline_core +30,medium,
#509:E-13,#509,E-13,fishery,FHX,509,alliance_directory,ally,attack_allowed,owned,frontline_core,FALSE,FALSE,10,40,mid,fishery +10; frontline_core +30,medium,
#511:D-13,#511,D-13,fishery,JLO,,unknown,unknown,unknown,owned,frontline_core,FALSE,FALSE,10,40,mid,fishery +10; frontline_core +30,medium,
#511:E-13,#511,E-13,fishery,WbW,,unknown,unknown,unknown,owned,frontline_core,FALSE,FALSE,10,40,mid,fishery +10; frontline_core +30,medium,
#503:e-2,#503,e-2,trade,one,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,20,35,mid,trade +20; frontline_adjacent +15,medium,
#511:d-2,#511,d-2,trade,Stj,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,20,35,mid,trade +20; frontline_adjacent +15,medium,
#523:e-20,#523,e-20,trade,BAJ,440,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,20,35,mid,trade +20; frontline_adjacent +15,medium,
#440:D-1,#440,D-1,fishery,TrX,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#440:D-15,#440,D-15,fishery,DOLU,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#440:D-19,#440,D-19,fishery,ANH2,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#440:D-3,#440,D-3,fishery,IMp,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#440:D-5,#440,D-5,fishery,BAJ,440,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#440:D-7,#440,D-7,fishery,BAJ,440,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#440:E-1,#440,E-1,fishery,IMp,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#440:E-17,#440,E-17,fishery,TaW,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#440:E-5,#440,E-5,fishery,BAJ,440,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#440:E-7,#440,E-7,fishery,GoDs,440,alliance_alias,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#440:E-9,#440,E-9,fishery,SsQ,509,alliance_alias,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#476:D-15,#476,D-15,fishery,R6q,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#476:D-17,#476,D-17,fishery,R6q,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#476:D-19,#476,D-19,fishery,R6q,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#476:D-21,#476,D-21,fishery,R6q,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#476:E-15,#476,E-15,fishery,R6q,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#480:D-1,#480,D-1,fishery,PmP,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#480:D-15,#480,D-15,fishery,SsQ,509,alliance_alias,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#480:D-3,#480,D-3,fishery,PmP,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#480:D-5,#480,D-5,fishery,CDf8,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#480:D-7,#480,D-7,fishery,WbW,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#480:E-1,#480,E-1,fishery,PmP,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#480:E-15,#480,E-15,fishery,SsQ,509,alliance_alias,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#480:E-17,#480,E-17,fishery,TIKW,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#480:E-21,#480,E-21,fishery,COZy,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#480:E-7,#480,E-7,fishery,BAJ,440,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#503:E-15,#503,E-15,fishery,Stj,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#503:E-17,#503,E-17,fishery,TIKW,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#509:D-1,#509,D-1,fishery,eXt,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#509:D-19,#509,D-19,fishery,SsQ,509,alliance_alias,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#509:D-21,#509,D-21,fishery,SsQ,509,alliance_alias,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#509:D-3,#509,D-3,fishery,tWD,509,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#509:D-5,#509,D-5,fishery,tWD,509,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#509:E-1,#509,E-1,fishery,eXt,,unknown,unknown,unknown,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#509:E-17,#509,E-17,fishery,SsQ,509,alliance_alias,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#509:E-3,#509,E-3,fishery,tWD,509,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#509:E-5,#509,E-5,fishery,tWD,509,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
#509:E-7,#509,E-7,fishery,tWD,509,alliance_directory,ally,attack_allowed,owned,frontline_adjacent,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15,medium,
