sheet_row,position_key,target_server,x,y,previous_type,previous_owner,previous_acquired_at,new_type,new_owner,new_acquired_at,image,action,time_source,source_text
1944,中央:中央-15-18,#8061,874,274,漁場,TaW,2026/05/24 12:07,漁場,Digg,2026/06/08 09:04,IMG_2091.PNG,occupy,visible_time,"連盟DiggがLV.7漁場 #8061(X:874,Y:274)を 占領"
1971,中央:中央-14-19,#8061,924,324,漁場,GcC,2026/05/24 5:21,漁場,TkTk,2026/06/08 11:09,IMG_2092.PNG,occupy,visible_time,"連盟TkTkがLV.6漁場 #8061(X:924,Y:324)を 占領"
1133,#511:E-15,#511,699,399,漁場,WbW,2026/05/30 15:34,漁場,sbM,2026/06/08 12:31,IMG_2094.PNG,occupy,visible_time,"連盟sbMがLV.3漁場 #511(X:699,Y:399)を占 領"
2072,中央:中央-13-20,#8061,974,374,漁場,BgNa,2026/05/19 0:23,漁場,MtG,2026/06/08 17:12,IMG_2095.PNG,occupy,visible_time,"連盟MtGがLV.5漁場 #8061(X:974,Y:374)を 占領"
2116,中央:中央-13-1,#8061,24,374,漁場,476M,2026/05/28 19:36,漁場,R6q,2026/06/08 20:13,IMG_2097.PNG,occupy,previous_image_visible_time,"連盟R6qがLV.5漁場 #8061(X:24,Y:374)を占 領"
1576,#534:B-13,#534,599,99,漁場,SHA,2026/05/22 23:15,漁場,476Z,2026/06/08 21:07,IMG_2097.PNG,occupy,visible_time,"連盟476ZがLV.1漁場 #534(X:599,Y:99)を占 領"
489,#480:J-21,#480,978,899,漁場,Digg,2026/05/24 9:53,漁場,one,2026/06/08 21:16,IMG_2097.PNG,occupy,visible_time,"連盟oneがLV.1漁場 #480(X:978,Y:899)を占 領"
1132,#511:E-5,#511,199,399,漁場,5DU,2026/05/30 23:13,漁場,fIrE,2026/06/08 22:02,IMG_2098.PNG,occupy,visible_time,"連盟fIrEがLV.2漁場 #511(X:199,Y:399)を占 領"
1144,#511:J-11,#511,499,899,漁場,476X,2026/05/23 23:24,漁場,CDf8,2026/06/08 22:27,IMG_2099.PNG,occupy,previous_image_visible_time,"連盟CDf8がLV.1漁場 #511(X:499,Y:899)を 占領"
1149,#511:I-11,#511,499,799,漁場,NBNH,2026/05/23 23:07,漁場,CDf8,2026/06/08 23:12,IMG_2100.PNG,occupy,visible_time,"連盟CDf8がLV.2漁場 #511(X:499,Y:799)を 占領"
1148,#511:H-7,#511,299,699,漁場,fIrE,2026/05/23 23:07,漁場,WUG,2026/06/08 23:53,IMG_2101.PNG,occupy,visible_time,"連盟WUGがLV.3漁場 #511(X:299,Y:699)を 占領"
282,#476:G-17,#476,799,599,漁場,ALj,2026/05/21 3:43,漁場,ALj,2026/06/09 00:45,IMG_2102.PNG,occupy,visible_time,"連盟ALjがLV.2漁場 #476(X:799,Y:599)を占 領"
1188,#511:I-9,#511,399,799,漁場,NBNH,2026/05/20 23:43,漁場,JL2,2026/06/09 02:29,IMG_2104.PNG,occupy,previous_image_visible_time,"連盟L2がLV.2漁場 #511(X:399,Y:799)を占 領"
1187,#511:H-9,#511,399,699,漁場,fIrE,2026/06/03 15:20,漁場,JL2,2026/06/09 03:31,IMG_2105.PNG,occupy,previous_image_visible_time,"連盟L2がLV.3漁場 #511(X:399,Y:699)を占 領"
1922,中央:中央-18-19,#8061,924,124,漁場,AAOA,2026/05/25 16:50,漁場,TkTk,2026/06/09 10:18,IMG_2106.PNG,occupy,visible_time,"連盟TkTkがLV.6漁場 #8061(X:924,Y:124)を 占領"
1924,中央:中央-19-19,#8061,924,74,漁場,AAOA,2026/05/25 13:20,漁場,TkTk,2026/06/09 11:09,IMG_2106.PNG,occupy,visible_time,"連盟TkTkがLV.6漁場 #8061(X:924,Y:74)を 占領"
2001,中央:中央-20-19,#8061,924,24,漁場,CDf8,2026/05/24 3:41,漁場,RCON,2026/06/09 11:27,IMG_2107.PNG,occupy,previous_image_visible_time,"連盟RCONがLV.5漁場 #8061(X:924,Y:24)を 占領"
1142,#511:H-11,#511,499,699,漁場,NBNH,2026/05/23 23:14,漁場,TIKW,2026/06/09 12:03,IMG_2107.PNG,occupy,visible_time,"連盟TIKWがLV.3漁場 #511(X:499,Y:699)を 占領"
1297,#511:H-13,#511,599,699,漁場,,,漁場,CDf8,2026/06/09 12:21,IMG_2107.PNG,occupy,visible_time,"連盟CDf8がLV.3漁場 #511(X:599,Y:699)を 占領"
1970,中央:中央-19-18,#8061,874,74,漁場,CDf8,2026/05/24 5:49,漁場,DaNG,2026/06/09 12:35,IMG_2107.PNG,occupy,visible_time,"連盟DaNGがLV.6漁場 #8061(X:874,Y:74)を 占領"
1146,#511:K-21,#511,978,978,漁場,SVa,2026/05/23 23:14,漁場,GcC,2026/06/09 12:54,IMG_2108.PNG,occupy,previous_image_visible_time,"連盟GCCがLV.1漁場 #511(X:978,Y:978)を占 領"
394,#476:G-19,#476,899,599,漁場,476Z,2026/05/29 4:46,漁場,476Z,2026/06/09 13:50,IMG_2108.PNG,occupy,visible_time,"連盟476ZがLV.1漁場 #476(X:899,Y:599)を 占領"
2143,中央:中央-6-2,#8061,74,724,漁場,ALj,2026/06/05 4:59,漁場,476d,2026/06/09 15:12,IMG_2109.PNG,occupy,previous_image_visible_time,"連盟476dがLV.6漁場 #8061(X:74,Y:724)を 占領"
1762,#534:K-13,#534,599,978,漁場,f4j,,漁場,f4j,2026/06/09 20:40,IMG_2112.PNG,occupy,previous_image_visible_time,"連盟f4jがLV.1漁場 #534(X:599,Y:978)を占 領"
929,#509:C-13,#509,599,199,漁場,BHE,2026/05/24 7:55,漁場,GX99,2026/06/09 21:46,IMG_2113.PNG,occupy,previous_image_visible_time,"連盟GX99がLV.2漁場 #509(X:599,Y:199)を 占領"
507,#480:I-21,#480,978,799,漁場,Digg,2026/05/22 0:18,漁場,one,2026/06/09 22:14,IMG_2114.PNG,occupy,previous_image_visible_time,"連盟oneがLV.1漁場 #480(X:978,Y:799)を占 領"
511,#480:H-21,#480,978,699,漁場,Digg,2026/05/21 11:00,漁場,one,2026/06/09 22:14,IMG_2114.PNG,occupy,visible_time,"連盟oneがLV.1漁場 #480(X:978,Y:699)を占 領"
1987,中央:中央-17-3,#8061,124,174,漁場,BgNa,2026/05/23 11:08,漁場,K4TR,2026/06/09 22:58,IMG_2115.PNG,occupy,previous_image_visible_time,"連盟K4TRがLV.7漁場 #8061(X:124,Y:174)を 占領"
1248,#511:c-20,#511,949,249,都市,破壊,2026/06/10 0:01,都市,破壊,2026/06/10 00:01,IMG_8275.PNG,destroy,visible_datetime,"#480[WbWが#511領有中のLV.1都市#511(949,249)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-10 00:01:57"
190,#440:h-8,#440,349,749,都市,破壊,2026/06/10 0:10,都市,破壊,2026/06/10 00:10,IMG_8275.PNG,destroy,visible_datetime,"#480[Cof8]が#440領有中のLV.2都市#440(349,749)を 攻撃し、陣営のために破壊宝箱x5を勝ち取りました 2026-6-10 00:10:03"
1151,#511:G-17,#511,799,599,漁場,BgNa,2026/06/03 23:09,漁場,DaNG,2026/06/10 02:17,IMG_2116.PNG,occupy,previous_image_visible_time,"連盟DaNGがLV.2漁場 #511(X:799,Y:599)を 占領"
561,#480:b-2,#480,49,149,都市,破壊,2026/06/10 4:03,都市,破壊,2026/06/10 04:03,IMG_8275.PNG,destroy,visible_datetime,"#440[TaWが#480[PmP]領有中のLV.1都市 #480(49,149)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-6-10 04:03:18"
586,#480:d-2,#480,49,349,都市,破壊,2026/06/10 4:06,都市,破壊,2026/06/10 04:06,IMG_8276.PNG,destroy,visible_datetime,"#534[4tH]が#480[PmP]領有中のLV.1都市#480(49,349)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-10 04:06:11"
618,#480:g-2,#480,49,649,都市,破壊,2026/06/10 4:09,都市,破壊,2026/06/10 04:09,IMG_8276.PNG,destroy,visible_datetime,"#534[KTVSが#480[TkTk]領有中のLV.1都市 #480(49,649)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-6-10 04:09:58"
1387,#523:c-8,#523,349,249,都市,破壊,2026/06/10 4:09,都市,破壊,2026/06/10 04:09,IMG_8276.PNG,destroy,visible_datetime,"#534[JDX]が#523[K4TR]領有中のLv.2都市 #523(349,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-10 04:09:58"
1453,#523:d-8,#523,349,349,都市,破壊,2026/06/10 4:10,都市,破壊,2026/06/10 04:10,IMG_8276.PNG,destroy,visible_datetime,"#509[550]が#523[K4TR]領有中のLv.3都市 #523(349,349)を攻撃し、陣営のために破壊宝箱*10を 勝ち取りました 2026-6-10 04:10:45"
1313,#511:i-6,#511,249,849,都市,破壊,2026/06/10 4:16,都市,破壊,2026/06/10 04:16,IMG_8277.PNG,destroy,visible_datetime,"#523[fIrE]が#511[JL2]領有中のLV.1都市#511(249,849)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-10 04:16:14"
1228,#511:b-12,#511,549,149,都市,破壊,2026/06/10 4:28,都市,破壊,2026/06/10 04:28,IMG_8277.PNG,destroy,visible_datetime,"#523[WUG]が#511[sbM]領有中のLV.1都市#511(549,149)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-10 04:28:23"
1428,#523:c-10,#523,449,249,都市,破壊,2026/06/10 4:30,都市,破壊,2026/06/10 04:30,IMG_8277.PNG,destroy,visible_datetime,"#511[2N7]が#523[K4TR]領有中のLv.2都市 #523(449,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-10 04:30:34"
1969,中央:中央-15-20,#8061,974,274,漁場,CDf8,2026/05/24 5:49,漁場,MtG,2026/06/10 08:31,IMG_2118.PNG,occupy,visible_time,"連盟MtGがLV.5漁場 #8061(X:974,Y:274)を 占領"
1384,#523:f-14,#523,649,549,都市,破壊,2026/06/10 12:03,都市,破壊,2026/06/10 12:03,IMG_8278.PNG,destroy,visible_datetime,"#509[FHXが#523[NBNH]領有中のLV.3都市 #523(649,549)を攻撃し、陣営のために破壊宝箱＊10を 勝ち取りました 2026-6-10 12:03:48"
1438,#523:c-6,#523,249,249,都市,破壊,2026/06/10 12:05,都市,破壊,2026/06/10 12:05,IMG_8278.PNG,destroy,visible_datetime,"#511[2N7]が#523[EDFS]領有中のLV.2都市#523(249,249)を 攻撃し、陣営のために破壊宝箱x5を勝ち取りました 2026-6-10 12:05:42"
1461,#523:e-16,#523,749,449,都市,破壊,2026/06/10 12:08,都市,破壊,2026/06/10 12:08,IMG_8279.PNG,destroy,visible_datetime,"#440[BA]が#523[NBNH]領有中のLV.2都市 #523(749,449)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-10 12:08:21"
26,#440:f-14,#440,649,549,都市,破壊,2026/06/10 12:11,都市,破壊,2026/06/10 12:11,IMG_8279.PNG,destroy,visible_datetime,"#476[476A]が#440[Gcc]領有中のLV.3都市 #440(649,549)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-6-10 12:11:54"
982,#509:f-14,#509,649,549,都市,破壊,2026/06/10 12:13,都市,破壊,2026/06/10 12:13,IMG_8279.PNG,destroy,visible_datetime,"#503[GX99]が#509[FHX]領有中のLv.3都市 #509(649,549)を攻撃し、陣営のために破壊宝箱*10を 勝ち取りました 2026-6-10 12:13:00"
151,#440:e-8,#440,349,449,都市,破壊,2026/06/10 12:13,都市,破壊,2026/06/10 12:13,IMG_8279.PNG,destroy,visible_datetime,"#476[476B]が#440[BAJ]領有中のLv.3都市 #440(349,449)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-6-10 12:13:17"
1444,#523:d-16,#523,749,349,都市,破壊,2026/06/10 12:14,都市,破壊,2026/06/10 12:14,IMG_8279.PNG,destroy,visible_datetime,"#440[GoDs]が#523[5DU]領有中のLV.2都市 #523(749,349)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-10 12:14:16"
478,#480:g-10,#480,449,649,都市,破壊,2026/06/10 12:14,都市,破壊,2026/06/10 12:14,IMG_8280.PNG,destroy,visible_datetime,"#440[Gcc]が#480[RCON]領有中のLv.3都市 #480(449,649)を攻撃し、陣営のために破壊宝箱*10を 勝ち取りました 2026-6-10 12:14:36"
1391,#523:e-8,#523,349,449,都市,破壊,2026/06/10 12:18,都市,破壊,2026/06/10 12:18,IMG_8280.PNG,destroy,visible_datetime,"#509[5s0]が#523[EDFS]領有中のLV.3都市 #523(349,449)を攻撃し、陣営のために破壊宝箱＊10を 勝ち取りました 2026-6-10 12:18:10"
116,#440:b-6,#440,249,149,都市,破壊,2026/06/10 12:19,都市,破壊,2026/06/10 12:19,IMG_8281.PNG,destroy,visible_datetime,"#476[476M]が#440領有中のLV.1都市#440(249,149)を 攻撃し、陣営のために破壊宝箱xをち取りました 2026-6-10 12:19:46"
1524,#523:i-8,#523,349,849,都市,,,都市,NBNH,2026/06/10 12:20,IMG_2119.PNG,first_occupy,previous_image_visible_time,"連盟NBNHがLV.1湿地の村 #523(X:349,Y:849)を占領"
1246,#511:c-18,#511,849,249,都市,破壊,2026/06/10 12:20,都市,破壊,2026/06/10 12:20,IMG_8281.PNG,destroy,visible_datetime,"#480[AAOAが#511[DaNG]領有中のLV.1都市 #511(849,249)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-10 12:20:02"
1603,#534:g-6,#534,249,649,都市,破壊,2026/06/10 12:20,都市,破壊,2026/06/10 12:20,IMG_8281.PNG,destroy,visible_datetime,"#476[476c]が#534[4tH]領有中のLv.2都市 #534(249,649)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-10 12:20:59"
128,#440:c-6,#440,249,249,都市,破壊,2026/06/10 12:22,都市,破壊,2026/06/10 12:22,IMG_8281.PNG,destroy,visible_datetime,"#476[476M]が#440[IMp]領有中のLv.2都市 #440(249,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-10 12:22:24"
1466,#523:e-6,#523,249,449,都市,破壊,2026/06/10 12:27,都市,破壊,2026/06/10 12:27,IMG_8282.PNG,destroy,visible_datetime,"#534[IDX]が#523[u30]領有中のLv.2都市#523(249,449)を 攻撃し、陣営のために破壊宝箱x5を勝ち取りました 2026-6-10 12:27:00"
1298,#511:h-18,#511,849,749,都市,破壊,2026/06/10 12:40,都市,破壊,2026/06/10 12:40,IMG_8282.PNG,destroy,visible_datetime,"#480[AAOAが#511[5Va]領有中のLV.1都市 #511(849,749)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-10 12:40:58"
1699,#534:g-18,#534,849,649,都市,破壊,2026/06/10 12:43,都市,破壊,2026/06/10 12:43,IMG_8283.PNG,destroy,visible_datetime,"#503[fzn]が#534[nol]領有中のLV.1都市#534(849,649)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-10 12:43:46"
117,#440:b-8,#440,349,149,都市,破壊,2026/06/10 12:44,都市,破壊,2026/06/10 12:44,IMG_8283.PNG,destroy,visible_datetime,"#476[4762]が#440領有中のLV.1都市#440(349,149)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-10 12:44:24"
1675,#534:e-20,#534,949,449,都市,破壊,2026/06/10 12:55,都市,破壊,2026/06/10 12:55,IMG_8283.PNG,destroy,visible_datetime,"#503[one]が#534[89M]領有中のLV.1都市#534(949,449)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-10 12:55:29"
477,#480:f-6,#480,249,549,都市,TkTk,2026/05/23 11:44,都市,BgNa,2026/06/10 15:02,IMG_2119.PNG,occupy,visible_time,"連盟BgNaがLV.2湿地の兵舎 #480(X:249,Y:549)を占領"
1539,#523:j-8,#523,349,949,都市,,,都市,NBNH,2026/06/10 15:02,IMG_2119.PNG,first_occupy,visible_time,"連盟NBNHがLV.1湿地の村 #523(X:349,Y:949)を占領"
535,#480:g-6,#480,249,649,都市,TkTk,2026/05/20 11:02,都市,RCON,2026/06/10 15:07,IMG_2120.PNG,occupy,visible_time,"連盟RCONがLV.2湿地の兵舎 #480(X:249,Y:649)を占領"
1454,#523:D-9,#523,399,299,漁場,,,漁場,JDX,2026/06/10 15:07,IMG_2120.PNG,steal,visible_time,"連盟DXは連盟K4TRのLV.3漁場 #523(X:399,Y:299)を奪い"
469,#480:H-1,#480,20,699,漁場,Digg,2026/05/23 23:07,漁場,KTVS,2026/06/10 15:07,IMG_2120.PNG,steal,visible_time,"連盟KTVSは連盟RCONのLV.1漁場 #480(X:20,Y:699)を奪い"
1193,#511:h-4,#511,149,749,都市,JL2,2026/05/20 11:08,都市,JL0,2026/06/10 15:07,IMG_2121.PNG,occupy,previous_image_visible_time,"連盟JLOがLV.1密林の村 #511(X:149,Y:749) を占領"
1528,#523:J-13,#523,599,899,漁場,,,漁場,fIrE,2026/06/10 15:07,IMG_2122.PNG,first_occupy,previous_image_visible_time,"連盟fIrEがLV.1漁場 #523(X:599,Y:899)を占 領"
1301,#511:H-5,#511,199,699,漁場,JL2,2026/06/05 12:27,漁場,WUG,2026/06/10 15:12,IMG_2123.PNG,occupy,visible_time,"連盟WUGがLV.2漁場 #511(X:199,Y:699)を 占領"
1544,#523:K-17,#523,799,978,漁場,,,漁場,476Z,2026/06/10 15:19,IMG_2125.PNG,occupy,previous_image_visible_time,"連盟476ZがLV.1漁場 #523(X:799,Y:978)を 占領"
550,#480:A-17,#480,799,20,漁場,,,漁場,TaW,2026/06/10 15:19,IMG_2125.PNG,steal,previous_image_visible_time,"連盟TaWは連盟AAOAのLV.1漁場 #480(X:799,Y:20)を奪い"
450,#480:I-9,#480,399,799,漁場,RCON,2026/05/31 11:24,漁場,RCON,2026/06/10 15:19,IMG_2124.PNG,occupy,visible_time,"連盟RCONがLV.2漁場 #480(X:399,Y:799)を 占領"
598,#480:e-2,#480,49,449,都市,破壊,2026/06/10 20:02,都市,破壊,2026/06/10 20:02,IMG_8284.PNG,destroy,visible_datetime,"#534[n09]が#480[PmP]領有中のLV.1都市#480(49,449)を 攻撃し、陣営のために破壊宝箱＊を勝ち取りました 2026-6-10 20:02:06"
1559,#534:g-10,#534,449,649,都市,破壊,2026/06/10 20:02,都市,破壊,2026/06/10 20:02,IMG_8284.PNG,destroy,visible_datetime,"#476[476X]が#534[n09]領有中のLV.3都市 #534(449,649)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-6-10 20:02:24"
1269,#511:e-20,#511,949,449,都市,破壊,2026/06/10 20:03,都市,破壊,2026/06/10 20:03,IMG_8285.PNG,destroy,visible_datetime,"#476[476K]が#511[DaNG]領有中のLV.1都市 #511(949,449)を攻撃し、陣営のために破壊宝箱をを勝 ち取りました 2026-6-10 20:03:21"
38,#440:h-18,#440,849,749,都市,破壊,2026/06/10 20:03,都市,破壊,2026/06/10 20:03,IMG_8285.PNG,destroy,visible_datetime,"#503[299が#440[TrX]領有中のLV.1都市#440(849,749)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-10 20:03:42"
1609,#534:f-8,#534,349,549,都市,破壊,2026/06/10 20:04,都市,破壊,2026/06/10 20:04,IMG_8285.PNG,destroy,visible_datetime,"#476[476c]が#534[SHA]領有中のLv.3都市 #534(349,549)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-6-10 20:04:07"
1602,#534:g-8,#534,349,649,都市,破壊,2026/06/10 20:05,都市,破壊,2026/06/10 20:05,IMG_8285.PNG,destroy,visible_datetime,"#476[476X]が#534[RGUC]領有中のLV.3都市 #534(349,649)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-6-10 20:05:16"
1260,#511:d-20,#511,949,349,都市,破壊,2026/06/10 20:07,都市,破壊,2026/06/10 20:07,IMG_8285.PNG,destroy,visible_datetime,"#476[476k]が#511[DaNG]領有中のLV.1都市 #511(949,349)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-10 20:07:01"
916,#509:d-4,#509,149,349,都市,破壊,2026/06/10 20:09,都市,破壊,2026/06/10 20:09,IMG_8286.PNG,destroy,visible_datetime,"#503[GX99]が#509[tWD]領有中のLV.1都市 #509(149,349)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-6-10 20:09:38"
1575,#534:b-2,#534,49,149,都市,nO9,2026/06/10 22:59,都市,nO9,2026/06/10 22:59,IMG_8240.PNG,occupy,visible_time,"連盟nO9がLV.1密林の村#534(X:49,Y:149) を占領"
1468,#523:E-9,#523,399,399,漁場,SsQ,2026/06/10 23:07,漁場,SsQ,2026/06/10 23:07,IMG_8240.PNG,steal,visible_time,"連盟SSQは連盟EDFSのLV.4漁場 #523(X:399,Y:399)を奪い"
545,#480:G-1,#480,20,599,漁場,nO9,2026/06/10 23:08,漁場,nO9,2026/06/10 23:08,IMG_8241.PNG,occupy,visible_time,"連盟nO9がLV.1漁場 #480(X:20,Y:599)を占 領"
126,#440:C-3,#440,99,199,漁場,476M,2026/06/10 23:08,漁場,476M,2026/06/10 23:08,IMG_8241.PNG,steal,visible_time,"連盟476Mは連盟IMpのLV.1漁場 #440(X:99,Y:199)を奪い"
