reason,target_server,x,y,sheet_row,existing_at,event_time,existing_owner,owner_for_sheet,image,source_text,kind_sheet,existing_type,event_type
existing_newer,#534,399,499,1591,2026/06/04 7:26,2026/05/22 21:44:00,476C,4tH,IMG_0584.PNG,"連盟4tHがLv.4漁場 #534(X:399,Y:499) )を占 領",,,
existing_newer,#480,199,599,447,2026/06/03 23:55,2026/05/22 22:10:00,Digg,TkTk,IMG_0584.PNG,"連盟TkTkがLv.2漁場 #480(X:199,Y:599) を 占領",,,
existing_newer,#8061,174,824,1981,2026/06/01 4:39,2026/05/22 22:26:00,476H,476C,IMG_0584.PNG,"連盟476CがLv.7漁場 #8061(X:174,Y:824) を 占領",,,
existing_newer,#509,949,249,949,2026/06/04 8:16,2026/05/22 23:15:00,476A,476A,IMG_0593.PNG,"連盟476Aは連盟SsQのLv.2交易地 #509(X:949,Y:249)を奪い",,,
existing_newer,#509,949,49,947,2026/06/04 0:42,2026/05/22 23:15:00,476B,476B,IMG_0597.PNG,"連盟476Bは連盟FHXのLV.1交易地 #509(X:949,Y:49)を奪い",,,
existing_newer,#509,949,149,948,2026/06/03 22:12,2026/05/22 23:15:00,476B,476B,IMG_0601.PNG,"連盟476Bは連盟FHXのLV.1交易地 #509(X:949,Y:149)を奪い",,,
existing_newer,#480,349,49,503,2026/06/03 14:21,2026/05/22 23:15:00,RCON,RCON,IMG_0606.PNG,"連盟RC0Nは連盟RC0NのLV.3交易地 #480(X:349,Y:49)を奪い",,,
existing_newer,#440,649,949,260,2026/06/04 3:22,2026/05/22 23:20:00,476A,476A,IMG_0608.PNG,"連盟476Aは連盟GoDsのLv.3交易地 #440(X:649,Y:949)を奪い",,,
existing_newer,#476,49,949,263,2026/06/04 6:35,2026/05/22 23:26:00,476B,476B,IMG_0609.PNG,"連盟476Bは連盟476BのLV.1交易地 L #476(X:49,Y:949)を奪い",,,
existing_newer,#480,149,49,499,2026/05/22 23:32,2026/05/22 23:26:00,RCON,RCON,IMG_0611.PNG,"連盟RC0Nは連盟RC0NのLV.1交易地 #480(X:149,Y:49)を奪い",,,
existing_newer,#476,349,949,261,2026/06/04 20:10,2026/05/22 23:32:00,476C,476C,IMG_0612.PNG,"連盟476Cは連盟476AのLV.3交易地 #476(X:349,Y:949)を奪い",,,
existing_newer,#480,849,49,497,2026/05/22 23:39,2026/05/22 23:32:00,BgNa,BgNa,IMG_0613.PNG,"連盟BgNalは連盟BgNaのLv.1交易地 #480(X:849,Y:49)を奪い",,,
existing_newer,#476,649,949,260,2026/06/04 3:22,2026/05/22 23:39:00,476A,GcC,IMG_0614.PNG,"連盟GcCは連盟476BのLv.3交易地 #476(X:649,Y:949)を奪い",,,
existing_newer,#511,49,749,1162,2026/06/04 0:24,2026/05/22 23:39:00,476B,476B,IMG_0615.PNG,"連盟476Bは連盟L0のLV.2交易地 #511(X:49,Y:749)を奪い",,,
existing_newer,#440,799,399,47,2026/05/31 8:20,2026/05/22 23:50:00,DOLU,TaW,IMG_0616.PNG,"連盟TaWがLv.2漁場 #440(X:799,Y:399) を占 領",,,
existing_newer,#511,199,599,1161,2026/06/03 15:42,2026/05/23 11:02:00,5DU,JL2,IMG_0645.PNG,"連盟L2がLv.2漁場 #511(X:199,Y:599) を占 領",,,
row_not_found,#480,649,149,,,2026/05/23 11:02:00,,WbW,IMG_0645.PNG,"連盟WbWがLv.1湿地の村 #480(X:649,Y:149)を占領",都市,,
existing_newer,#511,349,349,1159,2026/05/30 12:08,2026/05/23 11:02:00,破壊,2N7,IMG_0645.PNG,"連盟2N7がLv.3密林の集会場 #511(X:349,Y:349)を占領",,,
existing_newer,#511,699,978,1177,2026/06/04 10:30,2026/05/23 11:11:00,DaNG,WbW,IMG_0568.PNG,"連盟WbWがLv.1漁場 #511(X:699,Y:978) a 占領",,,
existing_newer,#511,699,899,1176,2026/05/28 9:36,2026/05/23 11:23:00,CDf8,BgNa,IMG_0569.PNG,"連盟BgNaがLv.1漁場 #511(X:699,Y:899) 占領",,,
existing_newer,#511,699,799,1175,2026/05/31 7:48,2026/05/23 11:23:00,GoDs,DaNG,IMG_0569.PNG,"連盟DaNGがLv.2漁場 #511(X:699,Y:799) を 占領",,,
existing_newer,#511,199,99,1113,2026/05/27 15:18,2026/05/23 11:23:00,K4TR,SVh,IMG_0569.PNG,"連盟SVhがLv.1漁場 #511(X:199,Y:99) を占 領",,,
existing_newer,#8061,724,74,1993,2026/05/28 11:25,2026/05/23 11:40:00,SVa,WbW,IMG_0570.PNG,"連盟WbWがLv.6漁場 #8061(X:724,Y:74) を 占領",,,
existing_newer,#8061,924,424,1991,2026/05/28 12:20,2026/05/23 11:42:00,BgNa,GcC,IMG_0570.PNG,"連盟GcCがLv.6漁場 #8061(X:924,Y:424) を 占領",,,
type_mismatch,#440,549,349,31,,2026/05/23 20:59:00,BAJ,BAJ,IMG_0742.PNG,"連盟BAJがLV.3密林の集会場 #440(X:549,Y:349)を占領",,密林の集会場,都市
type_mismatch,#440,649,349,29,,2026/05/23 21:05:00,BAJ,BAJ,IMG_0743.PNG,"連盟BAJがLv.3密林の集会場 #440(X:649,Y:349)を占領",,密林の集会場,都市
type_mismatch,#440,649,549,28,,2026/05/23 21:15:00,GcC,GcC,IMG_0744.PNG,"連盟GcCがLv.3密林の集会場 #440(X:649,Y:549)を占領",,密林の集会場,都市
type_mismatch,#440,649,449,27,,2026/05/23 21:58:00,GcC,GcC,IMG_0744.PNG,"連盟GcCがLv.3密林の集会場 #440(X:649,Y:449)を占領",,密林の集会場,都市
row_not_found,#480,349,549,,,2026/05/23 22:40:00,,BgNa,IMG_0745.PNG,"連盟BgNaがLv.3湿地の集会場 #480(X:349,Y:549)を占領",都市,,
existing_newer,#480,349,449,472,2026/05/30 12:34,2026/05/23 22:40:00,破壊,BgNa,IMG_0745.PNG,"連盟BgNaがLv.3湿地の集会場 #480(X:349,Y:449)を占領",,,
existing_newer,#503,349,749,688,2026/05/23 22:52,2026/05/23 22:40:00,FarM,FarM,IMG_0745.PNG,"連盟FarMがLv.2湿地の兵舎 #503(X:349,Y:749)を占領",,,
type_mismatch,#534,949,149,1576,,2026/05/23 22:52:00,w6F,W6f,IMG_0745.PNG,"連盟w6fがLv.1密林の村 #534(X:949,Y:149) を占領",,密林の村,都市
existing_newer,#534,149,249,1575,2026/05/31 7:08,2026/05/23 23:01:00,RGWC,nO9,IMG_0746.PNG,"連盟n09がLv.1密林の村 #534(X:149,Y:249) を占領",,,
existing_newer,#534,99,99,1574,2026/05/31 7:48,2026/05/23 23:07:00,SKh,nO9,IMG_0748.PNG,"連盟n09がLv.1漁場#534(X:99,Y:99)を占領",,,
existing_newer,#511,978,978,1148,2026/05/23 23:14,2026/05/23 23:07:00,SVa,CDf8,IMG_0749.PNG,"連盟CDf8は連盟SVaのLv.1漁場 #511(X:978,Y:978)を奪い",,,
existing_newer,#8061,974,624,1961,2026/06/04 10:30,2026/05/23 23:07:00,MtG,GcC,IMG_0749.PNG,"連盟GcCは連盟MtGのLv.5漁場 #8061(X:974,Y:624)を奪い",,,
type_mismatch,#534,949,549,1572,,2026/05/23 23:07:00,89M,89M,IMG_0749.PNG,"連盟89MがLv.1密林の村#534(X:949,Y:549) を占領",,密林の村,都市
type_mismatch,#534,549,849,1573,,2026/05/23 23:07:00,f4j,f4j,IMG_0749.PNG,"連盟f4jがLv.1密林の村#534(X:549,Y:849) 占領",,密林の村,都市
existing_newer,#523,978,299,1340,2026/06/03 15:08,2026/05/23 23:14:00,2N7,EDFS,IMG_0750.PNG,"連盟EDFSは連盟2N7のLV.1漁場 #523(X:978,Y:299)を奪い",,,
existing_newer,#511,699,699,1145,2026/05/23 23:24,2026/05/23 23:14:00,SVa,BgNa,IMG_0750.PNG,"連盟BgNaは連盟SVaのLv.3漁場 #511(X:699,Y:699)を奪い",,,
existing_newer,#476,549,349,249,2026/05/23 23:24,2026/05/23 23:14:00,476B,476B,IMG_0750.PNG,"連盟476BがLv.3湿地の集会場 #476(X:549,Y:349)を占領",,,
existing_newer,#476,549,49,247,2026/05/23 23:24,2026/05/23 23:14:00,476M,476M,IMG_0750.PNG,"連盟476MがLv.1湿地の村#476(X:549,Y:49) を占領",,,
existing_newer,#523,978,199,1339,2026/05/30 15:18,2026/05/23 23:14:00,5DU,K4TR,IMG_0750.PNG,"連盟K4TRは連盟2N7のLV.1漁場 #523(X:978, Y:199) )を奪い",,,
existing_newer,#509,978,20,912,2026/06/03 22:12,2026/05/23 23:14:00,Stj,one,IMG_0751.PNG,"連盟oneは連盟SsQのLv.1漁場 #509(X:978,Y:20)を奪い",,,
existing_newer,#476,449,349,248,2026/05/23 23:24,2026/05/23 23:14:00,476B,476B,IMG_0751.PNG,"連盟476BがLv.3湿地の集会場 #476(X:449,Y:349)を占領",,,
existing_newer,#476,449,49,246,2026/05/23 23:24,2026/05/23 23:14:00,476M,476M,IMG_0751.PNG,"連盟476MがLv.1湿地の村 #476(X:449,Y:49) を占領",,,
existing_newer,#534,199,699,1569,2026/05/23 23:24,2026/05/23 23:14:00,RGWC,RGWC,IMG_0751.PNG,"連盟RGWCがLv.2漁場 #534(X:199,Y:699) を 占領",,,
existing_newer,#511,299,599,1143,2026/05/23 23:24,2026/05/23 23:14:00,WUG,WUG,IMG_0751.PNG,"連盟WUGがLv.3漁場 #511(X:299,Y:599) を 占領",,,
existing_newer,#511,499,699,1144,2026/05/23 23:24,2026/05/23 23:14:00,DaNG,NBNH,IMG_0752.PNG,"連盟NBNHは連盟DaNGのLv.3漁場 #511(X:499,Y:699)を奪い",,,
existing_newer,#509,799,799,913,2026/05/23 23:24,2026/05/23 23:14:00,Stj,Stj,IMG_0752.PNG,"連盟StjがLv.2漁場#509(X:799,Y:799)を占 領",,,
existing_newer,#511,499,899,1146,2026/05/23 23:24,2026/05/23 23:14:00,476X,476X,IMG_0752.PNG,"連盟476XがLv.1漁場 #511(X:499,Y:899) を 占領",,,
existing_newer,#511,899,899,1147,2026/05/23 23:24,2026/05/23 23:14:00,CDf8,CDf8,IMG_0752.PNG,"連盟CDf8がLv.1漁場 #511(X:899,Y:899) を 占領",,,
existing_newer,#523,899,899,1341,2026/05/23 23:24,2026/05/23 23:14:00,JL0,476Z,IMG_0752.PNG,"連盟476Zは連盟L0のLv.1漁場 #523(X:899,Y:899)を奪い",,,
existing_newer,#480,299,299,467,2026/05/23 23:24,2026/05/23 23:14:00,WbW,GoDs,IMG_0753.PNG,"連盟GoDsは連盟WbWのLv.3漁場 #480(X:299,Y:299)を奪い",,,
type_mismatch,#534,749,949,1571,,2026/05/23 23:24:00,Dao,Dao,IMG_0753.PNG,"連盟DaoがLv.1密林の村#534(X:749,Y:949) を占領",,密林の村,都市
existing_newer,#511,20,399,1141,2026/05/23 23:30,2026/05/23 23:24:00,2N7,5DU,IMG_0754.PNG,"連盟5DUは連盟2N7のLV.1漁場 #511(X:20,Y:399)を奪い",,,
existing_newer,#511,299,499,1142,2026/05/23 23:30,2026/05/23 23:24:00,fIrE,fIrE,IMG_0754.PNG,"連盟fIrEがLv.3漁場 #511(X:299,Y:499) を占 領",,,
existing_newer,#509,299,299,911,2026/05/30 23:41,2026/05/23 23:30:00,tWD,JDX,IMG_0754.PNG,"連盟JDXがLv.3漁場 #509(X:299,Y:299) を占 領",,,
existing_newer,#480,299,399,466,2026/06/04 11:07,2026/05/23 23:30:00,RCON,BAJ,IMG_0754.PNG,"連盟BAJがLv.3漁場 #480(X:299,Y:399) を 占 領",,,
existing_newer,#534,749,649,1568,2026/06/03 23:55,2026/05/23 23:30:00,89M,KTVS,IMG_0754.PNG,"連盟KTVSがLv.2密林の兵舎 #534(X:749,Y:649)を占領",,,
existing_newer,#480,20,299,465,2026/05/23 23:35,2026/05/23 23:30:00,PmP,AAOA,IMG_0755.PNG,"連盟AAOAは連盟PmPのLv.1漁場 #480(X:20,Y:299)を奪い",,,
existing_newer,#511,599,899,1140,2026/06/04 1:11,2026/05/23 23:30:00,TIKW,476M,IMG_0755.PNG,"連盟476Mは連盟DaNGのLv.1漁場 #511(X:599,Y:899)を奪い",,,
row_not_found,#8061,924,824,,,2026/05/23 23:30:00,,TkTk,IMG_0755.PNG,"連盟TkTkは連盟SsQのLV.6漁場 #8061(X:924,Y:824)を奪い",漁場,,
existing_newer,#523,249,149,1338,2026/05/24 0:45,2026/05/23 23:35:00,K4TR,K4TR,IMG_0861.PNG,"連盟K4TRがLv.1湿地の村 #523(X:249,Y:149)を占領",,,
existing_newer,#476,699,899,257,2026/06/01 9:41,2026/05/24 00:08:00,476B,476H,IMG_0631.PNG,"連盟476HがLv.1漁場 #476(X:699,Y:899) 占領",,,
existing_newer,#480,199,799,496,2026/05/30 17:07,2026/05/24 00:45:00,MtG,RCON,IMG_0631.PNG,"連盟RC0NがLv.2漁場 #480(X:199,Y:799) を 占領",,,
existing_newer,#511,299,399,1139,2026/05/28 7:10,2026/05/24 00:45:00,fIrE,JL0,IMG_0861.PNG,"連盟L0がLv.3漁場 #511(X:299,Y:399) を占 領",,,
existing_newer,#511,99,99,1137,2026/05/24 0:50,2026/05/24 00:45:00,u3o,u3o,IMG_0861.PNG,"連盟u3oがLv.1漁場 #511(X:99,Y:99)を占領",,,
existing_newer,#476,449,649,244,2026/05/24 1:06,2026/05/24 00:50:00,476A,476A,IMG_0862.PNG,"連盟476AがLv.3湿地の集会場 #476(X:449,Y:649)を占領",,,
existing_newer,#534,599,99,1578,2026/05/27 23:37,2026/05/24 00:58:00,SHA,TRh,IMG_0632.PNG,"連盟TrhがLv.1漁場#534(X:599,Y:99) を占領",,,
existing_newer,#476,899,20,275,2026/06/01 23:09,2026/05/24 01:03:00,476X,fIrE,IMG_0554.PNG,"連盟fIrEがLv.1漁場#476(X:899,Y:20)を占領",,,
existing_newer,#511,199,499,1136,2026/06/03 15:12,2026/05/24 01:14:00,5DU,JL2,IMG_0863.PNG,"連盟L2がLv.2漁場 #511(X:199,Y:499) を占 領",,,
existing_newer,#511,699,399,1135,2026/05/30 15:34,2026/05/24 01:28:00,WbW,sbM,IMG_0863.PNG,"連盟sbMがLv.3漁場 #511(X:699,Y:399) を占 領",,,
row_not_found,#523,149,349,,,2026/05/24 01:28:00,,EDFS,IMG_0863.PNG,"連盟EDFSがLV.1湿地の村#523(X:149,Y:349) を占領",都市,,
row_not_found,#523,149,249,,,2026/05/24 01:32:00,,EDFS,IMG_0864.PNG,"連盟EDFSがLv.1湿地の村 #523(X:149,Y:249) を占領",都市,,
existing_newer,#509,699,978,960,2026/05/30 23:41,2026/05/24 01:55:00,hMt,0TT,IMG_0554.PNG,"連盟OTTがLv.1漁場 #509(X:699,Y:978) を占 領",,,
existing_newer,#476,799,899,256,2026/06/01 9:24,2026/05/24 01:55:00,476C,476H,IMG_0633.PNG,"連盟476HがLv.1漁場 #476(X:799,Y:899) を 占領",,,
existing_newer,#440,499,199,26,2026/05/24 2:38,2026/05/24 02:04:00,DOLU,DOLU,IMG_0865.PNG,"連盟DOLUがLv.2漁場 #440(X:499,Y:199) 占領",,,
existing_newer,#476,799,699,255,2026/05/29 14:51,2026/05/24 02:21:00,476H,476d,IMG_0634.PNG,"連盟476dがLv.2漁場 #476(X:799,Y:699) を 占領",,,
existing_newer,#8061,324,974,2007,2026/06/05 16:04,2026/05/24 03:07:00,KOCH,VEX,IMG_0554.PNG,"連盟VEXがLv.5漁場 #8061(X:324,Y:974) 有 占領",,,
existing_newer,#8061,874,974,1976,2026/06/04 11:07,2026/05/24 03:07:00,AoW,MOn,IMG_0635.PNG,"連盟MOnがLv.5漁場 #8061(X:874,Y:974) a 占領",,,
existing_newer,#8061,774,974,2006,2026/05/27 23:46,2026/05/24 03:08:00,TkTk,BHE,IMG_0555.PNG,"連盟BHEがLv.5漁場 #8061(X:774,Y:974) を 占領",,,
existing_newer,#8061,824,924,2005,2026/05/27 23:37,2026/05/24 03:18:00,TIKW,BHE,IMG_0555.PNG,"連盟BHEがLV.6漁場 #8061(X:824,Y:924) を 占領",,,
existing_newer,#8061,774,874,2004,2026/06/05 12:27,2026/05/24 03:28:00,AoW,MOn,IMG_0556.PNG,"連盟MOnがLv.7漁場 #8061(X:774,Y:874) h 占領",,,
row_not_found,#476,149,249,,,2026/05/24 03:32:00,,476K,IMG_0866.PNG,"連盟476KがLv.1湿地の村#476(X:149,Y:249) を占領",都市,,
existing_newer,#476,149,649,240,2026/05/24 3:58,2026/05/24 03:32:00,476H,476H,IMG_0866.PNG,"連盟476HがLv.1湿地の村 #476(X:149,Y:649)を占領",,,
existing_newer,#476,599,799,274,2026/06/03 23:41,2026/05/24 03:41:00,476d,476K,IMG_0557.PNG,"連盟476KがLv.2漁場 #476(X:599,Y:799) 东 占領",,,
existing_newer,#509,499,799,943,2026/06/03 23:41,2026/05/24 04:05:00,Stj,BHE,IMG_0636.PNG,"連盟BHEがLV.2漁場 #509(X:499,Y:799) を占 領",,,
existing_newer,#523,799,599,1354,2026/06/03 16:41,2026/05/24 04:10:00,NBNH,NBNH,IMG_0636.PNG,"連盟NBNHがLv.2漁場 #523(X:799,Y:599) 文 占領",,,
existing_newer,#509,399,399,959,2026/06/03 23:29,2026/05/24 04:11:00,89M,SsQ,IMG_0558.PNG,"連盟SsQがLv.4漁場#509(X:399,Y:399) を占 領",,,
existing_newer,#511,199,399,1134,2026/05/30 23:13,2026/05/24 04:13:00,5DU,2N7,IMG_0867.PNG,"連盟2N7がLv.2漁場 #511(X:199,Y:399) )を占 領",,,
existing_newer,#511,199,299,1133,2026/05/30 23:30,2026/05/24 04:13:00,u3o,2N7,IMG_0867.PNG,"連盟2N7がLv.2漁場 #511(X:199,Y:299)を占 領",,,
existing_newer,#509,749,149,910,2026/05/30 4:31,2026/05/24 04:30:00,破壊,OWM,IMG_0868.PNG,"連盟OWMがLv.1密林の村 #509(X:749,Y:149)を占領",,,
existing_newer,#523,899,599,1353,2026/06/03 15:23,2026/05/24 04:31:00,FHX,EDFS,IMG_0637.PNG,"連盟EDFSがLV.1漁場#523(X:899,Y:599)を 占領",,,
existing_newer,#511,20,699,1179,2026/05/27 23:42,2026/05/24 04:47:00,ALj,fIrE,IMG_0559.PNG,"連盟fIrEがLv.1漁場 #511(X:20,Y:699) を占領",,,
row_not_found,#509,849,149,,,2026/05/24 05:03:00,,AoW,IMG_0869.PNG,"連盟AoWがLv.1密林の村#509(X:849,Y:149) を占領",都市,,
type_mismatch,#440,649,149,25,,2026/05/24 05:03:00,DOLU,DOLU,IMG_0869.PNG,"連盟DOLUがLV.1密林の村 #440(X:649,Y:149)を占領",,密林の村,都市
existing_newer,#440,299,399,44,2026/06/03 23:35,2026/05/24 05:21:00,nO9,GoDs,IMG_0638.PNG,"連盟GoDsがLv.3漁場 #440(X:299,Y:399) を 占領",,,
type_mismatch,#440,549,149,24,,2026/05/24 05:27:00,DOLU,DOLU,IMG_0870.PNG,"連盟DOLUがLv.1密林の村 #440(X:549,Y:149)を占領",,密林の村,都市
existing_newer,#8061,974,324,1929,2026/05/25 5:18,2026/05/24 05:49:00,SsQ,BAJ,IMG_0639.PNG,"連盟BAJがLv.5漁場 #8061(X:974,Y:324) 东 占領",,,
existing_newer,#509,799,199,942,2026/05/27 23:24,2026/05/24 06:02:00,one,AoW,IMG_0639.PNG,"連盟AoWがLv.2漁場 #509(X:799,Y:199) を 占領",,,
row_not_found,#509,849,49,,,2026/05/24 06:05:00,,AoW,IMG_0870.PNG,"連盟AoWがLv.1密林の村 #509(X:849,Y:49) を占領",都市,,
existing_newer,#509,599,978,908,2026/05/30 23:54,2026/05/24 06:13:00,UMN,0TT,IMG_0871.PNG,"連盟OTTがLV.1漁場 #509(X:599,Y:978) を占 領",,,
row_not_found,#511,449,249,,,2026/05/24 06:13:00,,2N7,IMG_0871.PNG,"連盟2N7がLv.2密林の兵舎 #511(X:449,Y:249)を占領",都市,,
existing_newer,#509,699,399,958,2026/05/30 15:18,2026/05/24 07:02:00,GX99,OWM,IMG_0561.PNG,"連盟OWMがLv.3漁場 #509(X:699,Y:399) 茶 占領",,,
existing_newer,#8061,824,974,1956,2026/06/04 0:08,2026/05/24 07:08:00,OWM,Lghs,IMG_0872.PNG,"連盟Lghsは連盟MOnのLv.5漁場 #8061(X:824,Y:974)を奪い",,,
existing_newer,#509,599,299,903,2026/06/05 2:25,2026/05/24 07:08:00,JL0,476A,IMG_0872.PNG,"連盟476Aは連盟SsQのLv.3漁場 #509(X:599,Y:299)を奪い",,,
existing_newer,#509,699,499,904,2026/06/03 23:14,2026/05/24 07:08:00,GX99,GX99,IMG_0872.PNG,"連盟GX99は連盟AoWのLv.3漁場 #509(X:699,Y:499)を奪い",,,
existing_newer,#509,399,199,940,2026/05/27 23:30,2026/05/24 07:09:00,476d,VEX,IMG_0641.PNG,"連盟VEXがLv.2漁場 #509(X:399,Y:199) を占 領",,,
existing_newer,#8061,874,924,1957,2026/05/28 7:10,2026/05/24 07:10:00,JDX,TIKW,IMG_0873.PNG,"連盟TIKWは連盟FHXのLV.6漁場 #8061(X:874,Y:924)を奪い",,,
existing_newer,#509,899,199,902,2026/06/03 23:41,2026/05/24 07:10:00,AoW,AoW,IMG_0873.PNG,"連盟AoWがLv.1漁場 #509(X:899,Y:199) を 占領",,,
existing_newer,#509,699,799,905,2026/06/03 15:08,2026/05/24 07:10:00,MOn,Stj,IMG_0873.PNG,"連盟Stjは連盟AoWのLv.2漁場 #509(X:699,Y:799)を奪い",,,
existing_newer,#509,599,899,906,2026/05/30 23:20,2026/05/24 07:10:00,Stj,fzn,IMG_0874.PNG,"連盟fznは連盟AoWのLv.1漁場 #509(X:599,Y:899)を奪い",,,
existing_newer,#534,399,199,1564,2026/06/04 9:21,2026/05/24 07:10:00,SHA0,476C,IMG_0874.PNG,"連盟476Cは連盟SHA0のLV.2漁場 #534(X:399,Y:199)を奪い",,,
existing_newer,#509,799,699,901,2026/06/03 23:41,2026/05/24 07:16:00,0TT,xjR,IMG_0875.PNG,"連盟xjRは連盟OTTのLv.2漁場 #509(X:799,Y:699)を奪い",,,
existing_newer,#509,799,99,892,2026/05/30 23:10,2026/05/24 07:29:00,one,CZX,IMG_0641.PNG,"連盟CZXがLv.1漁場 #509(X:799,Y:99) を占 領",,,
existing_newer,#509,499,978,900,2026/06/03 23:24,2026/05/24 07:33:00,hMt,0TT,IMG_0876.PNG,"連盟OTTがLv.1漁場 #509(X:499,Y:978) を占 領",,,
existing_newer,#480,299,799,492,2026/06/03 23:09,2026/05/24 07:34:00,KTVS,TIKW,IMG_0641.PNG,"連盟TIKWがLv.2漁場 #480(X:299,Y:799) A 占領",,,
existing_newer,#511,799,399,1178,2026/06/03 15:12,2026/05/24 07:38:00,WbW,sbM,IMG_0562.PNG,"連盟sbMがLv.2漁場 #511(X:799,Y:399) を占 領",,,
existing_newer,#509,699,299,957,2026/05/27 23:52,2026/05/24 07:41:00,Lghs,AoW,IMG_0563.PNG,"連盟AoWがLv.3漁場 #509(X:699,Y:299) を 占領",,,
existing_newer,#509,299,799,899,2026/05/30 15:08,2026/05/24 07:43:00,fzn,BHE,IMG_0877.PNG,"連盟BHEがLv.2漁場 #509(X:299,Y:799) を占 領",,,
existing_newer,#509,199,799,898,2026/05/30 15:18,2026/05/24 07:43:00,fzn,BHE,IMG_0877.PNG,"連盟BHEは連盟KOCHのLV.2漁場 #509(X:199,Y:799)を奪い",,,
type_mismatch,#511,749,449,1131,,2026/05/24 07:55:00,sbM,sbM,IMG_0877.PNG,"連盟sbMがLv.2密林の兵舎 #511(X:749,Y:449)を占領",,密林の兵舎,都市
existing_newer,#476,199,599,271,2026/06/05 3:25,2026/05/24 08:12:00,476B,476H,IMG_0563.PNG,"連盟476HがLv.2漁場 #476(X:199,Y:599) を 占領",,,
existing_newer,#511,749,749,1130,2026/05/30 12:03,2026/05/24 09:08:00,破壊,SVa,IMG_0878.PNG,"連盟SVaがLv.2密林の兵舎 #511(X:749,Y:749)を占領",,,
row_not_found,#503,749,649,,,2026/05/24 09:08:00,,Stj,IMG_0878.PNG,"連盟StjがLv.2湿地の兵舎 #503(X:749,Y:649) を占領",都市,,
existing_newer,#503,649,549,684,2026/05/24 9:13,2026/05/24 09:08:00,Stj,Stj,IMG_0878.PNG,"連盟StjがLv.3湿地の集会場 #503(X:649,Y:549)を占領",,,
existing_newer,#8061,824,174,1955,2026/05/24 9:22,2026/05/24 09:13:00,DaNG,DaNG,IMG_0878.PNG,"連盟DaNGがLv.7漁場 #8061(X:824,Y:174) を占領",,,
existing_newer,#8061,974,124,1913,2026/05/26 7:14,2026/05/24 09:25:00,BgNa,BgNa,IMG_0565.PNG,"連盟BgNaがLv.5漁場 #8061(X:974,Y:124) を占領",,,
existing_newer,#8061,924,74,1926,2026/05/25 13:20,2026/05/24 09:33:00,AAOA,WbW,IMG_0565.PNG,"連盟WbWがLv.6漁場 #8061(X:924,Y:74) を 占領",,,
existing_newer,#8061,874,24,2000,2026/06/05 9:58,2026/05/24 09:41:00,Digg,BgNa,IMG_0566.PNG,"連盟BgNaがLv.5漁場 #8061(X:874,Y:24) を 占領",,,
existing_newer,#8061,824,24,1776,2026/05/28 14:02,2026/05/24 09:46:00,DaNG,WbW,IMG_0567.PNG,"連盟WbWがLv.5漁場 #8061(X:824,Y:24) を 占領",,,
existing_newer,#503,399,20,683,2026/06/04 0:57,2026/05/24 09:46:00,xjR,COZy,IMG_0879.PNG,"連盟COZyがLv.1漁場 #503(X:399,Y:20) を占 領",,,
