target_server,coord,x,y,event_time,actor_server,actor_alliance,defender_alliance,level,text_color,destroyed_by,frame,timestamp_sec,raw_text
#440,e-4,149,449,2026-5-30 12:43:3,#476,476X,IMp,1,red,enemy,range01_frame_000226.png,112.0,"#476[476X]が#440[IMp]領有中のLv.1都市 #440(149,449)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,e-6,249,449,2026-6-6 04:02:2,#503,Lghs,GoDs,2,red,enemy,range01_frame_000366.png,182.5,"#503[Lghs]が#440[GoDs]領有中のLv.2都市 #440(249,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#440,e-8,349,449,2026-6-10 12:13:0,#476,476B,BAJ,3,red,enemy,range01_frame_000462.png,230.5,"#476[476B]が#440[BAJ]領有中のLv.3都市 #440(349,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#440,e-14,649,449,2026-6-10 12:33:1,#476,476A,GcC,3,red,enemy,range01_frame_000479.png,238.5,"#476[476A]が#440[GcC]領有中のLv.3都市 #440(649,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#440,e-16,749,449,2026-6-10 12:55:2,#503,Stj,TaW,2,red,enemy,range01_frame_000490.png,244.5,"#503[Stj]が#440[TaW]領有中のLv.2都市 #440(749,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#440,e-18,849,449,2026-6-20 12:46:5,#503,Stj,TrX,1,red,enemy,range01_frame_000707.png,353.0,"#503[Stj]が#440[TrX]領有中のLv.1都市 #440(849,449)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,e-20,949,449,2026-6-10 20:20:3,#503,fzn,TrX,1,red,enemy,range01_frame_000507.png,252.5,"#503[fzn]が#440[TrX]領有中のLv.1都市 #440(949,449)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,f-2,49,549,2026-5-30 12:46:4,#476,476M,,1,blue,ally,range01_frame_000231.png,115.0,"#476[476M]が#440領有中のLv.1都市 #440(49,549)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,f-4,149,549,2026-5-30 12:43:5,#476,476M,IMp,1,red,enemy,range01_frame_000229.png,114.0,"#476[476M]が#440[IMp]領有中のLv.1都市 #440(149,549)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,f-6,249,549,2026-6-13 04:02:2,#503,Lghs,GoDs,2,red,enemy,range01_frame_000514.png,256.5,"#503[Lghs]が#440[GoDs]領有中のLv.2都市#440(249,549)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#440,f-8,349,549,2026-6-13 12:01:5,#476,476A,BAJ,3,red,enemy,range01_frame_000535.png,267.0,"#476[476A]が#440[BAJ]領有中のLv.3都市 #440(349,549)を攻撃し、陣営のために破壊宝箱×10を..."
#440,f-14,649,549,2026-6-10 12:08:2,#476,476A,GcC,3,red,enemy,range01_frame_000452.png,225.5,"#476[476A]が#440[GcC]領有中のLv.3都市 #440(649,549)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#440,f-16,749,549,2026-6-13 12:01:10,#503,Lghs,TaU,2,red,enemy,range01_frame_000537.png,268.0,"#503[Lghs]が#440[TaU]領有中のLv.2都市 #440(749,549)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#440,f-18,849,549,2026-6-17 12:02:5,#503,299,TrX,1,red,enemy,range01_frame_000635.png,317.0,"#503[299]が#440[TrX]領有中のLv.1都市 #440(849,549)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,f-20,949,549,2026-6-6 12:46:2,#503,fzn,TrX,1,red,enemy,range01_frame_000410.png,204.5,"#503[fzn]が#440[TrX]領有中のLv.1都市 #440(949,549)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,g-2,49,649,2026-6-13 12:04:5,#480,AA0A,IMp,1,red,enemy,range01_frame_000540.png,269.0,"#480[AA0A]が#440[IMp]領有中のLv.1都市 #440(49,649)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,g-4,149,649,2026-6-13 12:32:4,#480,BgNa,IMp,1,red,enemy,range01_frame_000569.png,284.0,"#480[BgNa]が#440[IMp]領有中のLv.1都市 #440(149,649)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,g-6,249,649,2026-6-13 04:03:0,#480,BgNa,GoDs,2,red,enemy,range01_frame_000523.png,261.0,"#480[BgNa]が#440[GoDs]領有中のLv.2都市 #440(249,649)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#440,g-8,349,649,2026-6-13 20:15:3,#476,476A,GcC,3,red,enemy,range01_frame_000581.png,290.0,"#476[476A]が#440[GcC]領有中のLv.3都市#440(349,649)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#440,g-10,449,649,2026-6-17 04:13:4,#476,476A,GcC,3,red,enemy,range01_frame_000617.png,308.0,"#476[476A]が#440[GcC]領有中のLv.3都市 #440(449,649)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#440,g-12,549,649,2026-6-10 12:18:0,#503,Lghs,BAJ,3,red,enemy,range01_frame_000466.png,232.5,"#503[Lghs]が#440[BAJ]領有中のLv.3都市 #440(549,649)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#440,g-14,649,649,2026-6-6 20:05:3,#476,476A,BAJ,3,red,enemy,range01_frame_000419.png,208.5,"#476[476A]が#440[BAJ]領有中のLv.3都市 #440(649,649)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#440,g-16,749,649,2026-6-17 12:04:1,#503,Lghs,TaW,2,red,enemy,range01_frame_000639.png,319.0,"#503[Lghs]が#440[TaW]領有中のLv.2都市 #440(749,649)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#440,g-18,849,649,2026-6-10 12:39:3,#503,299,TrX,1,red,enemy,range01_frame_000480.png,239.5,"#503[299]が#440[TrX]領有中のLv.1都市 #440(849,649)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,g-20,949,649,2026-6-6 20:04:1,#503,299,TrX,1,red,enemy,range01_frame_000414.png,206.5,"#503[299]が#440[TrX]領有中のLv.1都市 #440(949,649)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,h-2,49,749,2026-6-13 04:21:5,#480,AA0A,GoDs,1,red,enemy,range01_frame_000531.png,265.0,"#480[AA0A]が#440[GoDs]領有中のLv.1都市 #440(49,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,h-4,149,749,2026-6-13 04:21:,#480,RCON,aTA,1,red,enemy,range01_frame_000522.png,260.0,"#480[RCON]が#440[aTA]領有中のLv.1都市 #440(149,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,h-6,249,749,2026-6-17 12:29:4,#480,WbW,GoDs,2,red,enemy,range01_frame_000639.png,319.0,"#480[WbW]が#440[GoDs]領有中のLv.2都市 #440(249,749)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#440,h-8,349,749,2026-6-10 00:01:5,#480,CDf8,,2,red,enemy,range01_frame_000426.png,212.5,"#480[CDf8]が#440領有中のLv.2都市#440(349,749)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#440,h-10,449,749,2026-6-13 12:14:2,#503,TIKW,GcC,2,red,enemy,range01_frame_000547.png,273.0,"#503[TIKW]が#440[GcC]領有中のLv.2都市 #440(449,749)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#440,h-12,549,749,2026-6-17 12:03:1,#503,Lghs,BAJ,2,red,enemy,range01_frame_000635.png,317.0,"#503[Lghs]が#440[BAJ]領有中のLv.2都市 #440(549,749)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#440,h-14,649,749,2026-6-20 12:56:,#476,476A,BAJ,2,red,enemy,range01_frame_000709.png,354.0,"#476[476A]が#440[BAJ]領有中のLv.2都市 #440(649,749)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#440,h-16,749,749,2026-6-10 12:41:0,#503,Stj,TaU,2,red,enemy,range01_frame_000483.png,240.5,"#503[Stj]が#440[TaU]領有中のLv.2都市 #440(749,749)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#440,h-18,849,749,2026-6-10 20:03:4,#503,299,TrX,1,red,enemy,range01_frame_000499.png,248.5,"#503[299]が#440[TrX]領有中のLv.1都市 #440(849,749) を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,h-20,949,749,2026-6-17 12:31:5,#503,UMN,TaU,1,red,enemy,range01_frame_000641.png,320.0,"#503[UMN]が#440[TaU]領有中のLv.1都市 #440(949,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,i-2,49,849,2026-6-17 04:39:5,#480,BgNa,GoDs,1,red,enemy,range01_frame_000621.png,310.0,"#480[BgNa]が#440[GoDs]領有中のLv.1都市 #440(49,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,i-4,149,849,2026-6-20 20:09:0,#480,BgNa,Gcc,1,red,enemy,range01_frame_000727.png,363.0,"#480[BgNa]が#440[Gcc]領有中のLv.1都市 #440(149,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,i-6,249,849,2026-6-17 12:10:3,#480,CDf8,GoDs,1,red,enemy,range01_frame_000639.png,319.0,"#480[CDf8]が#440[GoDs]領有中のLv.1都市 #440(249,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,i-8,349,849,2026-6-10,#480,CDf8,,1,blue,ally,range01_frame_000507.png,252.5,"#480[CDf8]が#440 領有中のLv.1都市 #440(349,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,i-10,449,849,2026-6-6 12:41:3,#503,TlKW,GcC,1,red,enemy,range01_frame_000409.png,203.5,"#503[TlKW]が#440[GcC]領有中のLv.1都市 #440(449,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,i-12,549,849,2026-6-13 00:49:2,#480,CDf8,,1,red,enemy,range01_frame_000508.png,253.5,"#480[CDf8]が#440領有中のLv.1都市 #440(549,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,i-14,649,849,2026-6-6 20:30:3,#476,476K,,1,red,enemy,range01_frame_000426.png,212.5,"#476[476K]が#440領有中のLv.1都市#440(649,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,i-16,749,849,2026-6-13 12:36:0,#480,RCON,TaU,1,red,enemy,range01_frame_000569.png,284.0,"#480[RCON]が#440[TaU]領有中のLv.1都市 #440(749,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,i-18,849,849,2026-5-30 20:41:2,#480,AA0A,,1,red,enemy,range01_frame_000247.png,123.0,"#480[AA0A]が#440領有中のLv.1都市 #440(849,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#440,i-20,949,849,2026-6-6 12:19:18,#503,fzn,TaU,1,red,enemy,range01_frame_000397.png,197.5,"#503[fzn]が#440[TaU]領有中のLv.1都市 #440(949,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#476,g-2,49,649,2026-5-27 13:24:4,#534,89M,,1,blue,ally,range01_frame_000105.png,52.0,"#534[89M]が#476領有中のLv.1都市 #476(49,649)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#476,i-2,49,849,2026-5-27 20:02:11,#534,n09,476H,1,blue,ally,range01_frame_000123.png,61.0,"#534[n09]が#476[476H]領有中のLv.1都市 #476(49,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#476,i-12,549,849,2026-6-3 12:11:40,#534,SHA,476A,1,unknown,unknown,range01_frame_000314.png,156.5,"#534[SHA]が#476[476A]領有中のLv.1都市 #476(549,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#476,i-14,649,849,2026-6-3 12:50:3,#534,4tH,476H,1,blue,ally,range01_frame_000344.png,171.5,"#534[4tH]が#476[476H]領有中のLv.1都市 #476(649,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-2,49,149,2026-6-10 04:03:1,#440,TaW,PmP,1,blue,ally,range01_frame_000428.png,213.5,"#440[TaW]が#480[PmP]領有中のLv.1都市 #480(49,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-6,249,149,2026-5-27 04:37:2,#440,GoDs,PmP,1,blue,ally,range01_frame_000020.png,9.0,"#440[GoDs]が#480[PmP]領有中のLv.1都市#480(249,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-8,349,149,2026-5-27 10:36:1,#440,GoDs,BgNa,1,blue,ally,range01_frame_000034.png,16.0,"#440[GoDs]が#480[BgNa]領有中のLv.1都市 #480(349,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-14,649,149,2026-6-3 20:54:0,#440,GcC,WbUU,1,blue,ally,range01_frame_000359.png,178.5,"#440[GcC]が#480[WbUU]領有中のLv.1都市 #480(649,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-16,749,149,2026-6-3 20:55:3,#440,GcC,CDf8,1,blue,ally,range01_frame_000360.png,179.5,"#440[GcC]が#480[CDf8]領有中のLv.1都市 #480(749,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-20,949,149,2026-6-17 20:43:4,#440,TaW,AA0A,1,blue,ally,range01_frame_000673.png,336.0,"#440[TaW]が#480[AA0A]領有中のLv.1都市#480(949,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,c-2,49,249,2026-6-6 04:43:2,#534,4tH,PmP,1,blue,ally,range01_frame_000384.png,191.5,"#534[4tH]が#480[PmP]領有中のLv.1都市 #480(49,249)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,c-4,149,249,2026-6-6 04:41:4,#534,4tH,PmP,1,blue,ally,range01_frame_000382.png,190.5,"#534[4tH]が#480[PmP]領有中のLv.1都市 #480(149,249)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,c-6,249,249,2026-5-27 12:11:3,#440,BAJ,BgNa,2,blue,ally,range01_frame_000044.png,21.0,"#440[BAJ]が#480[BgNa]領有中のLv.2都市 #480(249,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,c-10,449,249,2026-5-30 12:14:2,#440,GcC,BgNa,2,blue,ally,range01_frame_000183.png,91.0,"#440[GcC]が#480[BgNa]領有中のLv.2都市 #480(449,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,c-12,549,249,2026-5-27 12:17:5,#509,SsQ,CDF8,2,blue,ally,range01_frame_000064.png,31.0,"#509[SsQ]が#480[CDF8]領有中のLv.2都市#480(549,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,c-14,649,249,2026-5-27 12:20:0,#509,SsQ,CDf8,2,blue,ally,range01_frame_000067.png,33.0,"#509[SsQ]が#480[CDf8]領有中のLv.2都市#480(649,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,c-16,749,249,2026-5-27 12:17:5,#509,SsQ,CDf8,2,blue,ally,range01_frame_000057.png,28.0,"#509[SsQ]が#480[CDf8]領有中のLv.2都市 #480(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,c-18,849,249,2026-6-20 04:02:4,#509,MOn,AA0A,1,blue,ally,range01_frame_000673.png,336.0,"#509[MOn]が#480[AA0A]領有中のLv.1都市#480(849,249)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,c-20,949,249,2026-6-20 20:05:1,#440,TaW,Digg,1,blue,ally,range01_frame_000713.png,356.0,"#440[TaW]が#480[Digg]領有中のLv.1都市 #480(949,249)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,d-2,49,349,2026-6-10 04:03:1,#534,4tH,PmP,1,blue,ally,range01_frame_000428.png,213.5,"#534[4tH]が#480[PmP]領有中のLv.1都市 #480(49,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,d-4,149,349,2026-6-10 04:06:1,#440,TaU,PmP,1,blue,ally,range01_frame_000434.png,216.5,"#440[TaU]が#480[PmP]領有中のLv.1都市 #480(149,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,d-6,249,349,2026-5-30 12:03:4,#440,GoDs,WbW,2,blue,ally,range01_frame_000165.png,82.0,"#440[GoDs]が#480[WbW]領有中のLv.2都市 #480(249,349)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,d-8,349,349,2026-5-27 20:01:4,#440,BAJ,WbU,3,blue,ally,range01_frame_000111.png,55.0,"#440[BAJ]が#480[WbU]領有中のLv.3都市#480(349,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#480,d-10,449,349,2026-5-27 20:12:1,#440,GcC,BgNa,3,blue,ally,range01_frame_000131.png,65.0,"#440[GcC]が#480[BgNa]領有中のLv.3都市 #480(449,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#480,d-12,549,349,2026-5-27 20:23:1,#440,GcC,WbW,3,blue,ally,range01_frame_000139.png,69.0,"#440[GcC]が#480[WbW]領有中のLv.3都市 #480(549,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#480,d-14,649,349,2026-5-30 12:04:5,#509,SsQ,BgNa,3,blue,ally,range01_frame_000169.png,84.0,"#509[SsQ]が#480[BgNa]領有中のLv.3都市 #480(649,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#480,d-16,749,349,2026-6-3 12:02:5,#509,5sQ,CDf8,2,blue,ally,range01_frame_000287.png,143.0,"#509[5sQ]が#480[CDf8]領有中のLv.2都市 #480(749,349)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,d-18,849,349,2026-6-20 04:24:3,#509,MOn,AA0A,1,blue,ally,range01_frame_000674.png,336.0,"#509[MOn]が#480[AA0A]領有中のLv.1都市#480(849,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,e-2,49,449,2026-6-10 20:02:0,#534,n09,PmP,1,blue,ally,range01_frame_000493.png,245.5,"#534[n09]が#480[PmP]領有中のLv.1都市#480(49,449)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,e-4,149,449,2026-6-10 04:03:1,#534,4tH,PmP,1,blue,ally,range01_frame_000427.png,212.5,"#534[4tH]が#480[PmP]領有中のLv.1都市#480(149,449)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,e-6,249,449,2026-5-30 04:02:3,#440,GoDs,TkTk,2,blue,ally,range01_frame_000147.png,73.0,"#440[GoDs]が#480[TkTk]領有中のLv.2都市 #480(249,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,e-8,349,449,2026-5-30,#440,BAJ,BgNa,3,blue,ally,range01_frame_000221.png,110.0,"#440[BAJ]が#480[BgNa]領有中のLv.3都市 #480(349,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
