sheet_row,position_key,target_server,x,y,previous_type,previous_owner,previous_acquired_at,new_type,new_owner,new_acquired_at,image,action,time_source,source_text
1318,#511:j-14,#511,649,949,都市,DaNG,2026/06/03 11:38,都市,破壊,2026/06/17 12:07,IMG_2457.PNG,destroy,visible_datetime,"#480[CDf8が#511[DaNG]領有中のLV.1都市 #511(649,949)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-17 12:07:36"
488,#480:e-16,#480,749,449,都市,CDf8,2026/05/23 11:02,都市,破壊,2026/06/17 12:08,IMG_2457.PNG,destroy,visible_datetime,"#509[MOn]が#480[CDf8]領有中のLV.2都市 #480(749,449)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-17 12:08:02"
33,#440:i-6,#440,249,849,都市,GoDs,2026/05/23 18:02,都市,破壊,2026/06/17 12:10,IMG_2457.PNG,destroy,visible_datetime,"#480[CDf8]が#440[GoDs]領有中のLV.1都市 #440(249,849)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-17 12:10:39"
189,#440:h-6,#440,249,749,都市,,,都市,破壊,2026/06/17 12:29,IMG_2457.PNG,destroy,visible_datetime,"#480[Wbuが#440[GoDs]領有中のLV.2都市 #440(249,749)を攻撃し、陣宮のために破壊宝箱x5を勝 ち取りました 2026-6-17 12:29:45"
187,#440:h-20,#440,949,749,都市,,,都市,破壊,2026/06/17 12:31,IMG_2458.PNG,destroy,visible_datetime,"#503[UMN]が#440[TaW]領有中のLV.1都市 #440(949,749)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-17 12:31:55"
1500,#523:h-14,#523,649,749,都市,,,都市,破壊,2026/06/17 12:50,IMG_2458.PNG,destroy,visible_datetime,"#509[FHX]が#523[WUG]領有中のLV.2都市 #523(649,749)を攻撃し、陣宮のために破壊宝箱x5を勝 ち取りました 2026-6-17 12:50:18"
1702,#534:g-20,#534,949,649,都市,89M,,都市,破壊,2026/06/17 12:51,IMG_2458.PNG,destroy,visible_datetime,"#503[one]が#534[89M]領有中のLV.1都市#534(949,649)を 攻撃し、陣営のために破壊宝額x2を勝ち取りました 2026-6-17 12:51:45"
1437,#523:c-4,#523,149,249,都市,,,都市,破壊,2026/06/17 20:04,IMG_2458.PNG,destroy,visible_datetime,"#440[GoDs]が#523[EDFS]領有中のLV.1都市 #523(149,249)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-17 20:04:47"
1402,#523:a-14,#523,649,49,都市,EDFS,2026/06/11 7:01,都市,破壊,2026/06/17 20:05,IMG_2459.PNG,destroy,visible_datetime,"#511[ILO]が#523[EDFS]領有中のLV.1都市#523(649,49)を 攻撃し、陣営のために破壊宝箱x2を勝ち取りました 2026-6-17 20:05:57"
1418,#523:b-16,#523,749,149,都市,,,都市,破壊,2026/06/17 20:09,IMG_2459.PNG,destroy,visible_datetime,"#511[ILOが#523[50U]領有中のLV.1都市#523(749,149)を 攻撃し、陣宮のために破壊宝箱xを勝ち取りました 2026-6-17 20:09:24"
75,#440:c-12,#440,549,249,都市,TrX,2026/05/20 15:26,都市,破壊,2026/06/17 20:14,IMG_2459.PNG,destroy,visible_datetime,"#476[476]が#440[TrX]領有中のLV.2都市 #440(549,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-17 20:14:08"
1759,#534:j-8,#534,349,949,都市,f4j,,都市,破壊,2026/06/17 20:23,IMG_2460.PNG,destroy,visible_datetime,"#523[fIrE]が#534領有中のLV.1都市#534(349,949)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-17 20:23:15"
1635,#534:b-4,#534,149,149,都市,SKh,2026/06/10 23:08,都市,破壊,2026/06/17 20:24,IMG_2460.PNG,destroy,visible_datetime,"#476[476M]が#534[5Kh]領有中のLV.1都市 #534(149,149)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-17 20:24:13"
1656,#534:d-18,#534,849,349,都市,sg3,,都市,破壊,2026/06/17 20:24,IMG_2461.PNG,destroy,visible_datetime,"#476[476k]が#534[5g3]領有中のLV.1都市 #534(849,349)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-17 20:24:58"
1640,#534:c-16,#534,749,249,都市,MOE,2026/06/03 23:04,都市,破壊,2026/06/17 20:27,IMG_2461.PNG,destroy,visible_datetime,"#476[4762]が#534[MOE]領有中のLV.2都市 #534(749,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-17 20:27:54"
627,#480:h-16,#480,749,749,都市,,,都市,破壊,2026/06/17 20:30,IMG_2461.PNG,destroy,visible_datetime,"#440[Gcc]が#480[AAOA]領有中のLV.2都市 #480(749,749)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-17 20:30:20"
1757,#534:j-6,#534,249,949,都市,CROW,,都市,破壊,2026/06/17 20:37,IMG_2461.PNG,destroy,visible_datetime,"#523[fIrE]が#534領有中のLV.1都市#534(249,949)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-17 20:37:37"
527,#480:g-8,#480,349,649,都市,RCON,2026/05/21 0:00,都市,RCON,2026/06/17 23:01,IMG_2378.PNG,occupy,visible_time,"連盟RCONがLV.3湿地の集会場 #480(X:349,Y:649)を占領"
622,#480:h-10,#480,449,749,都市,,,都市,GX99,2026/06/17 23:01,IMG_2378.PNG,occupy,visible_time,"連盟GX99がLV.2湿地の兵舎 #480(X:449,Y:749)を占領"
624,#480:h-12,#480,549,749,都市,,,都市,Bye,2026/06/17 23:01,IMG_2379.PNG,occupy,previous_image_visible_time,"連盟ByeがLV.2湿地の兵舎 #480(X:549,Y:749)を占領"
526,#480:g-12,#480,549,649,都市,RCON,2026/05/21 0:05,都市,TkTk,2026/06/17 23:04,IMG_2380.PNG,occupy,previous_image_visible_time,"連盟TkTkがLV.3湿地の集会場 #480(X:549,Y:649)を占領"
509,#480:H-13,#480,599,699,漁場,TkTk,2026/06/11 7:48,漁場,BgNa,2026/06/17 23:04,IMG_2379.PNG,steal,visible_time,"連盟BgNaは連盟TKTkのLV.3漁場 #480(X:599,Y:699)を奪い"
1483,#523:F-9,#523,399,499,漁場,SsQ,2026/06/10 23:13,漁場,476C,2026/06/17 23:04,IMG_2380.PNG,steal,visible_time,"連盟476Cは連盟SSQのLV.4漁場 #523(X:399,Y:499)を奪い"
1650,#534:D-11,#534,499,299,漁場,476C,2026/05/27 23:07,漁場,SHA0,2026/06/17 23:04,IMG_2380.PNG,occupy,visible_time,"連盟SHA0がLV.3漁場 #534(X:499,Y:299)を 占領"
1507,#523:H-5,#523,199,699,漁場,,,漁場,KTVS,2026/06/17 23:04,IMG_2380.PNG,steal,visible_time,"連盟KTVSは連盟5DUのLV.2漁場 #523(X:199,Y:699)を奪い"
966,#509:J-19,#509,899,899,漁場,UMN,2026/06/13 19:53,漁場,4tH,2026/06/17 23:04,IMG_2381.PNG,steal,previous_image_visible_time,"連盟4tHは連盟UMNのLV.1漁場 #509(X:899,Y:899)を奪い"
210,#440:J-21,#440,978,899,漁場,fzn,2026/06/06 23:07,漁場,UMN,2026/06/17 23:10,IMG_2381.PNG,occupy,visible_time,"連盟UMNがLV.1漁場 #440(X:978,Y:899)を 占領"
1024,#509:E-1,#509,20,399,漁場,one,2026/06/13 15:22,漁場,KTVS,2026/06/17 23:10,IMG_2381.PNG,steal,visible_time,"連盟KTVSは連盟oneのLV.1漁場 #509(X:20,Y:399)を奪い"
1643,#534:C-19,#534,899,199,漁場,KTVS,,漁場,MOE,2026/06/17 23:10,IMG_2381.PNG,occupy,visible_time,"連盟MOEがLV.1漁場 #534(X:899,Y:199)を占 領"
551,#480:A-19,#480,899,20,漁場,COZy,2026/06/06 23:19,漁場,TaW,2026/06/17 23:10,IMG_2382.PNG,steal,previous_image_visible_time,"連盟TaWは連盟COZyのLV.1漁場 #480(X:899,Y:20)を奪い"
11,#440:B-19,#440,899,99,漁場,ANH2,2026/05/26 5:32,漁場,EDFS,2026/06/17 23:15,IMG_2382.PNG,steal,visible_time,"連盟EDFSは連盟ANH2のLV.1漁場 #440(X:899,Y:99)を奪い"
1521,#523:I-5,#523,199,799,漁場,,,漁場,JDX,2026/06/17 23:15,IMG_2382.PNG,steal,visible_time,"連盟DXは連盟u30のLV.2漁場 #523(X:199,Y:799)7 を奪い"
623,#480:H-11,#480,499,699,漁場,GX99,2026/05/29 21:11,漁場,GcC,2026/06/17 23:15,IMG_2382.PNG,steal,visible_time,"連盟GcCは連盟GX99のLV.3漁場 #480(X:499,Y:699)を奪い"
1093,#509:J-21,#509,978,899,漁場,fzn,,漁場,SHA,2026/06/17 23:23,IMG_2383.PNG,steal,previous_image_visible_time,"連盟SHAは連盟fznのLV.1漁場 #509(X:978,Y:899)を奪い"
202,#440:I-21,#440,978,799,漁場,299,2026/06/06 23:19,漁場,UMN,2026/06/17 23:23,IMG_2383.PNG,occupy,visible_time,"連盟UMNがLV.1漁場 #440(X:978,Y:799)を 占領"
608,#480:F-17,#480,799,499,漁場,Stj,2026/05/31 17:24,漁場,SsQ,2026/06/17 23:23,IMG_2383.PNG,steal,visible_time,"連盟SSQは連盟StjのLV.2漁場 #480(X:799,Y:499)を奪い"
445,#480:G-5,#480,199,599,漁場,89M,2026/06/07 7:46,漁場,TkTk,2026/06/17 23:28,IMG_2383.PNG,steal,visible_time,"連盟TKTkは連盟89MのLV.2漁場 #480(X:199,Y:599)を奪い"
552,#480:A-21,#480,978,20,漁場,UMN,2026/06/12 19:39,漁場,TaW,2026/06/17 23:28,IMG_2384.PNG,steal,previous_image_visible_time,"連盟TaWは連盟UMNのLV.1漁場 #480(X:978,Y:20)を奪い"
1770,#534:K-9,#534,399,978,漁場,f4j,,漁場,CROW,2026/06/17 23:28,IMG_2384.PNG,occupy,previous_image_visible_time,"連盟CROWがLV.1漁場 #534(X:399,Y:978)を 占領"
654,#480:j-16,#480,749,949,都市,MtG,2026/05/28 9:36,都市,TkTk,2026/06/17 23:28,IMG_2384.PNG,occupy,previous_image_visible_time,"連盟TKTKがLV.1湿地の村 #480(X:749,Y:949) を占領"
1390,#523:A-19,#523,899,20,漁場,K4TR,2026/05/20 23:22,漁場,EDFS,2026/06/17 23:33,IMG_2384.PNG,occupy,visible_time,"連盟EDFSがLV.1漁場 #523(X:899,Y:20)を占 領"
521,#480:G-17,#480,799,599,漁場,Stj,2026/06/04 22:27,漁場,SsQ,2026/06/17 23:33,IMG_2384.PNG,steal,visible_time,"連盟SSQは連盟StjのLV.2漁場 #480(X:799,Y:599)を奪い"
1742,#534:j-10,#534,449,949,都市,f4j,,都市,CROW,2026/06/17 23:33,IMG_2385.PNG,occupy,previous_image_visible_time,"連盟CROWがLV.1密林の村 #534(X:449,Y:949)を占領"
490,#480:I-7,#480,299,799,漁場,RCON,2026/06/07 5:04,漁場,RCON,2026/06/17 23:41,IMG_2385.PNG,steal,visible_time,"連盟RCONは連盟MOnのLV.2漁場 #480(X:299,Y:799)を奪い"
870,#503:J-1,#503,20,899,漁場,SMK4,2026/06/07 9:03,漁場,Stj,2026/06/17 23:41,IMG_2385.PNG,steal,visible_time,"連盟Stjは連盟SMK4のLV.1漁場 #503(X:20,Y:899)を奪い"
1550,#534:C-15,#534,699,199,漁場,Trh,2026/05/27 13:18,漁場,476Z,2026/06/17 23:41,IMG_2385.PNG,steal,visible_time,"連盟476Zは連盟TrhのLV.2漁場 #534(X:699,Y:199)を奪い"
1951,中央:中央-3-18,#8061,874,874,漁場,BHE,2026/06/12 3:56,漁場,OWM,2026/06/17 23:51,IMG_2387.PNG,occupy,previous_image_visible_time,"連盟OWMがLV.7漁場 #8061(X:874,Y:874) を占領"
1372,#523:C-9,#523,399,199,漁場,u3o,2026/05/21 17:16,漁場,5DU,2026/06/17 23:56,IMG_2387.PNG,occupy,visible_time,"連盟5DUがLV.2漁場 #523(X:399,Y:199)を占 領"
984,#509:A-1,#509,20,20,漁場,476B,2026/06/14 7:55,漁場,MOE,2026/06/18 00:13,IMG_2387.PNG,occupy,visible_time,"連盟MOEがLV.1漁場 #509(X:20,Y:20)を占領"
1743,#534:J-11,#534,499,899,漁場,f4j,,漁場,CROW,2026/06/18 00:27,IMG_2388.PNG,occupy,visible_time,"連盟CROWがLV.1漁場 #534(X:499,Y:899)を 占領"
1555,#534:F-7,#534,299,499,漁場,476B,2026/05/24 7:16,漁場,kOi,2026/06/18 00:27,IMG_2388.PNG,occupy,visible_time,"連盟kOiがLV.3漁場 #534(X:299,Y:499)を占 領"
1081,#509:I-3,#509,99,799,漁場,xjR,2026/05/30 15:43,漁場,noI,2026/06/18 00:35,IMG_2388.PNG,occupy,visible_time,"連盟noIがLV.1漁場 #509(X:99,Y:799)を占領"
1542,#523:K-13,#523,599,978,漁場,NBNH,2026/06/11 4:38,漁場,ALj,2026/06/18 00:54,IMG_2389.PNG,occupy,visible_time,"連盟ALjがLV.1漁場 #523(X:599,Y:978)を占 領"
1327,#511:K-5,#511,199,978,漁場,EDFS,2026/06/01 20:17,漁場,Digg,2026/06/18 00:54,IMG_2389.PNG,occupy,visible_time,"連盟DiggがLV.1漁場 #511(X:199,Y:978)を 占領"
658,#480:J-3,#480,99,899,漁場,BHE,2026/06/06 23:13,漁場,H69,2026/06/18 00:54,IMG_2389.PNG,occupy,visible_time,"連盟H69がLV.1漁場 #480(X:99,Y:899)を占 領"
1756,#534:J-5,#534,199,899,漁場,CROW,,漁場,Ryu1,2026/06/18 01:10,IMG_2390.PNG,occupy,visible_time,"連盟Ryu1がLV.1漁場 #534(X:199,Y:899)を 占領"
1556,#534:G-7,#534,299,599,漁場,KTVS,2026/05/24 7:10,漁場,kOi,2026/06/18 01:10,IMG_2390.PNG,occupy,visible_time,"連盟kOiがLV.3漁場 #534(X:299,Y:599)を占 領"
628,#480:H-17,#480,799,699,漁場,CDf8,2026/06/02 10:11,漁場,Digg,2026/06/18 02:24,IMG_2390.PNG,occupy,visible_time,"連盟DiggがLV.2漁場 #480(X:799,Y:699)を 占領"
1630,#534:b-10,#534,449,149,都市,SHA,,都市,4tH,2026/06/18 03:18,IMG_2391.PNG,occupy,previous_image_visible_time,"連盟4tHがLV.1密林の村 #534(X:449,Y:149) を占領"
1339,#523:J-19,#523,899,899,漁場,JL0,2026/05/23 23:24,漁場,476B,2026/06/18 07:07,IMG_2391.PNG,occupy,visible_time,"連盟476BがLV.1漁場 #523(X:899,Y:899)を 占領"
1641,#534:C-17,#534,799,199,漁場,MOE,2026/05/28 7:22,漁場,476d,2026/06/18 07:07,IMG_2391.PNG,steal,visible_time,"連盟476dは連盟MOEのLV.2漁場 #534(X:799,Y:199)を奪い"
636,#480:I-11,#480,499,799,漁場,,,漁場,BAJ,2026/06/18 07:09,IMG_2392.PNG,steal,previous_image_visible_time,"連盟BAは連盟xjRのLV.2漁場 #480(X:499,Y:799)を奪い"
1760,#534:J-9,#534,399,899,漁場,Dao,,漁場,fIrE,2026/06/18 07:09,IMG_2392.PNG,steal,visible_time,"連盟fIrEは連盟DaoのLV.1漁場 #534(X:399,Y:899)を奪い"
1068,#509:H-21,#509,978,699,漁場,xjR,,漁場,BHE,2026/06/18 07:09,IMG_2392.PNG,steal,visible_time,"連盟BHEは連盟xjRのLV.1漁場 #509(X:978,Y:699)を奪い"
1373,#523:J-17,#523,799,899,漁場,476Z,2026/05/28 4:14,漁場,476A,2026/06/18 07:16,IMG_2392.PNG,occupy,visible_time,"連盟476AがLV.1漁場 #523(X:799,Y:899)を 占領"
1655,#534:D-17,#534,799,299,漁場,MOE,2026/05/28 23:14,漁場,476K,2026/06/18 07:16,IMG_2393.PNG,steal,previous_image_visible_time,"連盟476Kは連盟MOEのLV.2漁場 #534(X:799,Y:299)を奪い"
510,#480:I-13,#480,599,799,漁場,hOe,2026/05/21 18:50,漁場,BAJ,2026/06/18 07:16,IMG_2393.PNG,steal,previous_image_visible_time,"連盟BAは連盟hOeのLV.2漁場 #480(X:599,Y:799)を奪い"
639,#480:I-15,#480,699,799,漁場,hOe,2026/06/11 10:07,漁場,GcC,2026/06/18 07:27,IMG_2394.PNG,steal,previous_image_visible_time,"連盟GcCは連盟hOeのLV.2漁場 #480(X:699,Y:799)を奪い"
1394,#523:C-1,#523,20,199,漁場,EDFS,2026/05/20 5:11,漁場,GoDs,2026/06/18 07:27,IMG_2394.PNG,occupy,visible_time,"連盟GoDSがLV.1漁場 #523(X:20,Y:199)を占 領"
1376,#523:I-17,#523,799,799,漁場,ALj,2026/06/04 0:36,漁場,476B,2026/06/18 07:27,IMG_2394.PNG,steal,visible_time,"連盟476Bは連盟BAのLV.2漁場 #523(X:799,Y:799)を奪い"
494,#480:I-5,#480,199,799,漁場,RCON,2026/05/22 23:20,漁場,Lghs,2026/06/18 07:27,IMG_2394.PNG,steal,visible_time,"連盟Lghsは連盟MOnのLV.2漁場 #480(X:199,Y:799)を奪い"
1653,#534:D-15,#534,699,299,漁場,Trh,2026/05/28 0:03,漁場,476d,2026/06/18 07:32,IMG_2395.PNG,steal,visible_time,"連盟476dは連盟TrhのLV.3漁場 #534(X:699,Y:299)を奪い"
1758,#534:J-7,#534,299,899,漁場,Dao,,漁場,fIrE,2026/06/18 07:32,IMG_2395.PNG,occupy,visible_time,"連盟fIrEがLV.1漁場 #534(X:299,Y:899)を占 領"
537,#480:B-19,#480,899,99,漁場,TIKW,2026/05/30 23:07,漁場,IMP,2026/06/18 07:32,IMG_2395.PNG,occupy,visible_time,"連盟IMpがLV.1漁場 #480(X:899,Y:99)を占 領"
1265,#511:E-11,#511,499,399,漁場,NBNH,2026/05/31 7:22,漁場,476X,2026/06/18 07:32,IMG_2395.PNG,steal,visible_time,"連盟476Xは連盟NBNHのLV.4漁場 #511(X:499,Y:399)を奪い"
1657,#534:D-19,#534,899,299,漁場,sg3,,漁場,476K,2026/06/18 07:32,IMG_2396.PNG,steal,previous_image_visible_time,"連盟476Kは連盟Sg3のLV.1漁場 #534(X:899,Y:299)を奪い"
1042,#509:F-21,#509,978,499,漁場,GX99,2026/05/27 23:13,漁場,FHX,2026/06/18 07:32,IMG_2396.PNG,steal,previous_image_visible_time,"連盟FHXは連盟GX99のLV.1漁場 #509(X:978,Y:499)を奪い"
1503,#523:H-17,#523,799,699,漁場,WUG,2026/06/03 23:49,漁場,476A,2026/06/18 07:43,IMG_2397.PNG,occupy,previous_image_visible_time,"連盟476AがLV.2漁場 #523(X:799,Y:699)を 占領"
614,#480:G-15,#480,699,599,漁場,CDf8,2026/05/28 8:30,漁場,WbW,2026/06/18 07:43,IMG_2397.PNG,occupy,previous_image_visible_time,"連盟WbWがLV.3漁場 #480(X:699,Y:599)を 占領"
1696,#534:G-13,#534,599,599,漁場,476B,2026/05/31 7:34,漁場,89M,2026/06/18 07:43,IMG_2397.PNG,occupy,previous_image_visible_time,"連盟89MがLV.4漁場 #534(X:599,Y:599)を占 領"
1439,#523:D-11,#523,499,299,漁場,,,漁場,JL0,2026/06/18 07:43,IMG_2397.PNG,occupy,previous_image_visible_time,"連盟LOがLV.3漁場 #523(X:499,Y:299)を占 領"
1143,#511:H-15,#511,699,699,漁場,BgNa,2026/05/23 23:14,漁場,CDf8,2026/06/18 08:36,IMG_2398.PNG,occupy,previous_image_visible_time,"連盟CDf8がLV.3漁場 #511(X:699,Y:699)を 占領"
651,#480:J-11,#480,499,899,漁場,TkTk,2026/06/02 11:19,漁場,RCON,2026/06/18 08:36,IMG_2398.PNG,occupy,previous_image_visible_time,"連盟RCONがLV.1漁場 #480(X:499,Y:899)を 占領"
1115,#511:C-9,#511,399,199,漁場,EDFS,2026/05/30 23:20,漁場,K4TR,2026/06/18 08:36,IMG_2398.PNG,occupy,previous_image_visible_time,"連盟K4TRがLV.2漁場 #511(X:399,Y:199)を 占領"
1118,#511:C-11,#511,499,199,漁場,WUG,2026/05/30 23:35,漁場,K4TR,2026/06/18 08:36,IMG_2398.PNG,occupy,previous_image_visible_time,"連盟K4TRがLV.2漁場 #511(X:499,Y:199)を 占領"
1200,#511:G-3,#511,99,599,漁場,EDFS,2026/05/28 7:34,漁場,JL2,2026/06/18 09:59,IMG_2399.PNG,occupy,previous_image_visible_time,"連盟L2がLV.1漁場 #511(X:99,Y:599)を占領"
459,#480:E-5,#480,199,399,漁場,RCON,2026/05/24 11:16,漁場,TkTk,2026/06/18 10:51,IMG_2400.PNG,occupy,previous_image_visible_time,"連盟TKTkがLV.2漁場 #480(X:199,Y:399)を 占領"
1700,#534:G-19,#534,899,599,漁場,noI,,漁場,one,2026/06/18 10:55,IMG_2400.PNG,occupy,visible_time,"連盟oneがLV.1漁場 #534(X:899,Y:599)を占 領"
1103,#509:K-19,#509,899,978,漁場,hMt,2026/05/30 23:16,漁場,4tH,2026/06/18 10:55,IMG_2400.PNG,occupy,visible_time,"連盟4tHがLV.1漁場 #509(X:899,Y:978)を占 領"
455,#480:K-15,#480,699,978,漁場,Lghs,2026/05/31 21:18,漁場,TkTk,2026/06/18 11:11,IMG_2400.PNG,occupy,visible_time,"連盟TkTkがLV.1漁場 #480(X:699,Y:978)を 占領"
1114,#511:D-7,#511,299,299,漁場,WUG,2026/05/28 7:18,漁場,4tH,2026/06/18 11:55,IMG_2401.PNG,occupy,visible_time,"連盟4tHがLV.3漁場 #511(X:299,Y:299)を占 領"
175,#440:G-7,#440,299,599,漁場,BgNa,2026/06/10 23:13,漁場,476A,2026/06/18 12:07,IMG_2402.PNG,occupy,previous_image_visible_time,"連盟476AがLV.3漁場 #440(X:299,Y:599)を 占領"
37,#440:G-5,#440,199,599,漁場,WbW,2026/06/10 23:08,漁場,476B,2026/06/18 13:04,IMG_2402.PNG,occupy,visible_time,"連盟476BがLV.2漁場 #440(X:199,Y:599)を 占領"
1127,#511:C-13,#511,599,199,漁場,2N7,2026/05/30 15:18,漁場,EDFS,2026/06/18 14:03,IMG_2402.PNG,occupy,visible_time,"連盟EDFSがLV.2漁場 #511(X:599,Y:199)を 占領"
