target_server,coord,x,y,event_time,actor_server,actor_alliance,defender_alliance,level,text_color,destroyed_by,frame,timestamp_sec,raw_text
#509,a-8,349,49,2026-5-27 00:35:30,#476,ALJ,,1,red,enemy,range01_frame_000012.png,5.0,"#476[ALJ]が#509領有中のLv.1都市#509(349,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-10,449,49,2026-5-27 00:52:10,#476,ALJ,,1,red,enemy,range01_frame_000012.png,5.0,"#476[ALJ]が#509領有中のLv.1都市#509(449,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-14,649,49,2026-5-27 03:04:40,#476,476K,,1,red,enemy,range01_frame_000012.png,5.0,"#476[476K]が#509領有中のLv.1都市#509(649,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-4,149,49,2026-5-27 00:11:4,#476,476Z,,1,red,enemy,range01_frame_000013.png,6.0,"#476[476Z]が#509領有中のLv.1都市#509(149,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-8,349,49,2026-5-27 00:17:4,#476,ALj,,1,red,enemy,range01_frame_000013.png,6.0,"#476[ALj]が#509領有中のLv.1都市#509(349,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-10,449,49,2026-5-27 00:35:3,#476,ALj,,1,red,enemy,range01_frame_000013.png,6.0,"#476[ALj]が#509領有中のLv.1都市#509(449,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-12,549,49,2026-5-27 00:52:1,#476,ALj,,1,red,enemy,range01_frame_000013.png,6.0,"#476[ALj]が#509領有中のLv.1都市#509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-4,149,49,2026-5-27 00:11:4,#476,476Z,,1,red,enemy,range01_frame_000014.png,6.0,"#476[476Z]が#509領有中のLv.1都市#509(149,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-8,349,49,2026-5-27 00:17:4,#476,ALj,,1,red,enemy,range01_frame_000014.png,6.0,"#476[ALj]が#509領有中のLv.1都市#509(349,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-10,449,49,2026-5-27 00:35:3,#476,ALj,,1,red,enemy,range01_frame_000014.png,6.0,"#476[ALj]が#509領有中のLv.1都市#509(449,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-12,549,49,2026-5-27 00:52:1,#476,ALj,,1,red,enemy,range01_frame_000014.png,6.0,"#476[ALj]が#509領有中のLv.1都市#509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-4,149,49,2026-5-27 00:17:4,#476,476Z,,1,red,enemy,range01_frame_000015.png,7.0,"#476[476Z]が#509領有中のLv.1都市#509(149,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-8,349,49,2026-5-27 00:35:3,#476,ALj,,1,red,enemy,range01_frame_000015.png,7.0,"#476[ALj]が#509領有中のLv.1都市#509(349,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-10,449,49,2026-5-27 00:52:1,#476,ALj,,1,red,enemy,range01_frame_000015.png,7.0,"#476[ALj]が#509領有中のLv.1都市#509(449,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-14,649,49,2026-5-27 03:04:4,#476,476K,,1,red,enemy,range01_frame_000015.png,7.0,"#476[476K]が#509領有中のLv.1都市#509(649,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-12,549,49,2026-5-27 03:09:4,#476,476K,,1,red,enemy,range01_frame_000015.png,7.0,"#476[476K]が#509領有中のLv.1都市#509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-4,149,49,2026-5-27 00:17:4,#476,476Z,,1,red,enemy,range01_frame_000016.png,7.0,"#476[476Z]が#509領有中のLv.1都市#509(149,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-8,349,49,2026-5-27 00:35:3,#476,ALj,,1,red,enemy,range01_frame_000016.png,7.0,"#476[ALj]が#509領有中のLv.1都市#509(349,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-10,449,49,2026-5-27 00:52:1,#476,ALj,,1,red,enemy,range01_frame_000016.png,7.0,"#476[ALj]が#509領有中のLv.1都市#509(449,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-14,649,49,2026-5-27 03:04:4,#476,476K,,1,red,enemy,range01_frame_000016.png,7.0,"#476[476K]が#509領有中のLv.1都市#509(649,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-12,549,49,2026-5-27 03:09:4,#476,476K,,1,red,enemy,range01_frame_000016.png,7.0,"#476[476K]が#509領有中のLv.1都市#509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-4,149,49,2026-5-27 00:17:4,#476,476Z,,1,red,enemy,range01_frame_000017.png,8.0,"#476[476Z]が#509領有中のLv.1都市 #509(149,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-8,349,49,2026-5-27 00:35:33,#476,ALj,,1,red,enemy,range01_frame_000017.png,8.0,"#476[ALj]が#509領有中のLv.1都市 #509(349,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-10,449,49,2026-5-27 00:52:1,#476,ALj,,1,red,enemy,range01_frame_000017.png,8.0,"#476[ALj]が#509領有中のLv.1都市 #509(449,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-14,649,49,2026-5-27 03:04:4,#476,476K,,1,red,enemy,range01_frame_000017.png,8.0,"#476[476K]が#509領有中のLv.1都市 #509(649,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-12,549,49,2026-5-27 03:09:4,#476,476K,,1,red,enemy,range01_frame_000017.png,8.0,"#476[476K]が#509領有中のLv.1都市 #509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-4,149,49,2026-5-27 00:17:4,#476,476Z,,1,red,enemy,range01_frame_000018.png,8.0,"#476[476Z]が#509領有中のLv.1都市 #509(149,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-8,349,49,2026-5-27 00:35:33,#476,ALj,,1,red,enemy,range01_frame_000018.png,8.0,"#476[ALj]が#509領有中のLv.1都市 #509(349,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-10,449,49,2026-5-27 00:52:1,#476,ALj,,1,red,enemy,range01_frame_000018.png,8.0,"#476[ALj]が#509領有中のLv.1都市 #509(449,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-14,649,49,2026-5-27 03:04:4,#476,476K,,1,red,enemy,range01_frame_000018.png,8.0,"#476[476K]が#509領有中のLv.1都市 #509(649,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-12,549,49,2026-5-27 03:09:4,#476,476K,,1,red,enemy,range01_frame_000018.png,8.0,"#476[476K]が#509領有中のLv.1都市 #509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-8,349,49,2026-5-27 00:17:4,#476,AL],,1,red,enemy,range01_frame_000019.png,9.0,"#476[AL]が#509領有中のLv.1都市#509(349,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-10,449,49,2026-5-27 00:35:3,#476,AL],,1,red,enemy,range01_frame_000019.png,9.0,"#476[AL]が#509領有中のLv.1都市#509(449,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-14,649,49,2026-5-27 00:52:1,#476,476K,,1,red,enemy,range01_frame_000019.png,9.0,"#476[476K]が#509領有中のLv.1都市#509(649,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-12,549,49,2026-5-27 03:04:4,#476,476K,,1,red,enemy,range01_frame_000019.png,9.0,"#476[476K]が#509領有中のLv.1都市#509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-12,549,49,2026-5-27 03:09:4,#476,476K,,1,red,enemy,range01_frame_000019.png,9.0,"#476[476K]が#509領有中のLv.1都市#509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-10,449,49,2026-5-27 00:35:3,#476,AL],,1,red,enemy,range01_frame_000020.png,9.0,"#476[AL]が#509領有中のLv.1都市#509(449,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-14,649,49,2026-5-27 00:52:1,#476,476K,,1,red,enemy,range01_frame_000020.png,9.0,"#476[476K]が#509領有中のLv.1都市#509(649,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-12,549,49,2026-5-27 03:04:4,#476,476K,,1,red,enemy,range01_frame_000020.png,9.0,"#476[476K]が#509領有中のLv.1都市#509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-12,549,49,2026-5-27 03:09:4,#476,476K,,1,red,enemy,range01_frame_000020.png,9.0,"#476[476K]が#509領有中のLv.1都市#509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-6,249,149,2026-5-27 04:37:2,#440,GoDs,PmP,1,blue,ally,range01_frame_000020.png,9.0,"#440[GoDs]が#480[PmP]領有中のLv.1都市#480(249,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,c-4,149,249,2026-5-27 04:37:2,#523,5DU,,1,red,enemy,range01_frame_000020.png,9.0,"#523[5DU]が#511領有中のLv.1都市#511(149,249)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-10,449,49,2026-5-27 00:52:11,#476,ALj,,1,red,enemy,range01_frame_000021.png,10.0,"#476[ALj]が#509領有中のLv.1都市#509(449,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-14,649,49,2026-5-27 03:04:40,#476,476K,,1,red,enemy,range01_frame_000021.png,10.0,"#476[476K]が#509領有中のLv.1都市#509(649,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-12,549,49,2026-5-27 03:09:40,#476,476K,,1,red,enemy,range01_frame_000021.png,10.0,"#476[476K]が#509領有中のLv.1都市#509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-6,249,149,2026-5-27 04:37:20,#440,GoDs,PmP,1,blue,ally,range01_frame_000021.png,10.0,"#440[GoDs]が#480[PmP]領有中のLv.1都市#480(249,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,c-4,149,249,2026-5-27 10:36:10,#523,5DU,,1,red,enemy,range01_frame_000021.png,10.0,"#523[5DU]が#511領有中のLv.1都市#511(149,249)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-10,449,49,2026-5-27 00:52:11,#476,476K,,1,red,enemy,range01_frame_000022.png,10.0,"#476[476K]が#509領有中のLv.1都市#509(449,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-14,649,49,2026-5-27 03:04:40,#476,476K,,1,red,enemy,range01_frame_000022.png,10.0,"#476[476K]が#509領有中のLv.1都市#509(649,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-12,549,49,2026-5-27 03:09:40,#476,476K,,1,red,enemy,range01_frame_000022.png,10.0,"#476[476K]が#509領有中のLv.1都市#509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-6,249,149,2026-5-27 04:37:20,#440,GoDs,PmP,1,blue,ally,range01_frame_000022.png,10.0,"#440[GoDs]が#480[PmP]領有中のLv.1都市#480(249,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,c-4,149,249,2026-5-27 10:36:10,#523,5DU,,1,red,enemy,range01_frame_000022.png,10.0,"#523[5DU]が#511領有中のLv.1都市#511(149,249)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-8,349,149,,#440,GoDs,BgNa,1,blue,ally,range01_frame_000022.png,10.0,"#440[GoDs]が#480[BgNa]領有中のLv.1都市#480(349,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-14,649,49,2026-5-27 03:04:40,#476,476K,,1,red,enemy,range01_frame_000023.png,11.0,"#476[476K]が#509領有中のLv.1都市#509(649,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-12,549,49,2026-5-27 03:09:40,#476,476K,,1,red,enemy,range01_frame_000023.png,11.0,"#476[476K]が#509領有中のLv.1都市#509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-6,249,149,2026-5-27 04:37:20,#440,GoDs,PmP,1,blue,ally,range01_frame_000023.png,11.0,"#440[GoDs]が#480[PmP]領有中のLv.1都市#480(249,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,c-4,149,249,2026-5-27 10:36:10,#523,5DU,,1,red,enemy,range01_frame_000023.png,11.0,"#523[5DU]が#511領有中のLv.1都市#511(149,249)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-8,349,149,2026-5-27 12:01:50,#440,GoDs,BgNa,1,blue,ally,range01_frame_000023.png,11.0,"#440[GoDs]が#480[BgNa]領有中のLv.1都市#480(349,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-14,649,49,2026-5-27 03:04:40,#476,476K,,1,red,enemy,range01_frame_000024.png,11.0,"#476[476K]が#509領有中のLv.1都市#509(649,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-12,549,49,2026-5-27 03:09:40,#476,476K,,1,red,enemy,range01_frame_000024.png,11.0,"#476[476K]が#509領有中のLv.1都市#509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-6,249,149,2026-5-27 04:37:20,#440,GoDs,PmP,1,blue,ally,range01_frame_000024.png,11.0,"#440[GoDs]が#480[PmP]領有中のLv.1都市#480(249,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,c-4,149,249,2026-5-27 10:36:10,#523,5DU,,1,red,enemy,range01_frame_000024.png,11.0,"#523[5DU]が#511領有中のLv.1都市#511(149,249)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-8,349,149,2026-5-27 12:01:50,#440,GoDs,BgNa,1,blue,ally,range01_frame_000024.png,11.0,"#440[GoDs]が#480[BgNa]領有中のLv.1都市#480(349,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,f-16,749,549,2026-5-27 12:??:??,#503,GX99,FHX,2,red,enemy,range01_frame_000024.png,11.0,"#503[GX99]が#509[FHX]領有中のLv.2都市#509(749,549)を攻撃し、陣営のために破壊宝箱×5を勝ち..."
#509,a-12,549,49,2026-5-27 03:04:40,#476,476K,,1,red,enemy,range01_frame_000025.png,12.0,"#476[476K]が#509領有中のLv.1都市#509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-6,249,149,2026-5-27 04:37:20,#440,GoDs,PmP,1,unknown,unknown,range01_frame_000025.png,12.0,"#440[GoDs]が#480[PmP]領有中のLv.1都市#480(249,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,c-4,149,249,2026-5-27 10:36:10,#523,5DU,,1,red,enemy,range01_frame_000025.png,12.0,"#523[5DU]が#511領有中のLv.1都市#511(149,249)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-8,349,149,2026-5-27 12:01:50,#440,GoDs,BgNa,1,unknown,unknown,range01_frame_000025.png,12.0,"#440[GoDs]が#480[BgNa]領有中のLv.1都市#480(349,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,f-16,749,549,2026-5-27 12:01:50,#503,GX99,FHX,2,red,enemy,range01_frame_000025.png,12.0,"#503[GX99]が#509[FHX]領有中のLv.2都市#509(749,549)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,a-12,549,49,2026-5-27 03:09:40,#476,476K,,1,red,enemy,range01_frame_000026.png,12.0,"#476[476K]が#509領有中のLv.1都市#509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,b-6,249,149,2026-5-27 04:37:20,#440,GoDs,PmP,1,unknown,unknown,range01_frame_000026.png,12.0,"#440[GoDs]が#480[PmP]領有中のLv.1都市#480(249,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,c-4,149,249,2026-5-27 10:36:10,#523,5DU,,1,red,enemy,range01_frame_000026.png,12.0,"#523[5DU]が#511領有中のLv.1都市#511(149,249)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
