image,image_path,screen_type,event_time,actor_server,actor_alliance,opponent_alliance,target_server,x,y,level,terrain,kind_raw,kind_sheet,action,owner_for_sheet,confidence,time_source,source_text
IMG_0557.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0557.PNG,timeline_chat,2026/05/24 03:45:00,,EDFS,,#523,599,99,1,,漁場,漁場,occupy,EDFS,medium,visible_time,"連盟EDFSがLV.1漁場 #523(X:599,Y:99) を占 領"
IMG_0557.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0557.PNG,timeline_chat,2026/05/24 03:45:00,,476K,,#476,99,299,1,,漁場,漁場,occupy,476K,medium,visible_time,"連盟476KがLv.1漁場 #476(X:99,Y:299) を占 領"
IMG_0558.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0558.PNG,timeline_chat,2026/05/24 04:11:00,,5DU,,#523,799,199,2,,漁場,漁場,occupy,5DU,medium,visible_time,"連盟5DUがLv.2漁場 #523(X:799,Y:199) を占 領"
IMG_0558.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0558.PNG,timeline_chat,2026/05/24 04:11:00,,SsQ,,#509,399,399,4,,漁場,漁場,occupy,SsQ,medium,visible_time,"連盟SsQがLv.4漁場#509(X:399,Y:399) を占 領"
IMG_0558.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0558.PNG,timeline_chat,2026/05/24 04:20:00,,SsQ,,#509,599,299,3,,漁場,漁場,occupy,SsQ,medium,visible_time,"連盟SsQがLv.3漁場 #509(X:599,Y:299) を占 領"
IMG_0559.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0559.PNG,timeline_chat,2026/05/24 04:34:00,,K4TR,,#523,899,399,1,,漁場,漁場,first_occupy,K4TR,medium,visible_time,"連盟K4TRがLv.1漁場 #523(X:899,Y:399) を 占領"
IMG_0559.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0559.PNG,timeline_chat,2026/05/24 04:47:00,,5DU,,#523,899,499,1,,漁場,漁場,occupy,5DU,medium,visible_time,"連盟5DUがLv.1漁場 #523(X:899,Y:499) を占 領"
IMG_0559.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0559.PNG,timeline_chat,2026/05/24 04:47:00,,fIrE,,#511,20,699,1,,漁場,漁場,occupy,fIrE,medium,visible_time,"連盟fIrEがLv.1漁場 #511(X:20,Y:699) を占領"
IMG_0560.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0560.PNG,timeline_chat,2026/05/24 05:27:00,,R6g,,#476,799,299,2,,漁場,漁場,occupy,R6g,medium,visible_time,"連盟R6gがLv.2漁場 #476(X:799,Y:299) を占 領"
IMG_0560.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0560.PNG,timeline_chat,2026/05/24 05:27:00,,UrE,,#523,20,799,1,,漁場,漁場,occupy,UrE,medium,visible_time,"連盟UrEがLv.1漁場#523(X:20,Y:799)を占領"
IMG_0560.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0560.PNG,timeline_chat,2026/05/24 06:22:00,,AoW,,#509,699,499,3,,漁場,漁場,occupy,AoW,medium,visible_time,"連盟AoWがLv.3漁場 #509(X:699,Y:499) を 占領"
IMG_0561.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0561.PNG,timeline_chat,2026/05/24 06:53:00,,ANH2,,#440,899,299,1,,漁場,漁場,occupy,ANH2,medium,visible_time,"連盟ANH2がLv.1漁場 #440(X:899,Y:299) A 占領"
IMG_0561.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0561.PNG,timeline_chat,2026/05/24 07:02:00,,OWM,,#509,699,399,3,,漁場,漁場,occupy,OWM,medium,visible_time,"連盟OWMがLv.3漁場 #509(X:699,Y:399) 茶 占領"
IMG_0562.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0562.PNG,timeline_chat,2026/05/24 07:38:00,,sbM,,#511,799,399,2,,漁場,漁場,occupy,sbM,medium,visible_time,"連盟sbMがLv.2漁場 #511(X:799,Y:399) を占 領"
IMG_0563.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0563.PNG,timeline_chat,2026/05/24 07:41:00,,AoW,,#509,699,299,3,,漁場,漁場,occupy,AoW,low,previous_image_visible_time,"連盟AoWがLv.3漁場 #509(X:699,Y:299) を 占領"
IMG_0563.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0563.PNG,timeline_chat,2026/05/24 07:41:00,,AAOA,,#8061,974,524,5,,漁場,漁場,occupy,AAOA,low,previous_image_visible_time,"連盟AAOAがLv.5漁場 #8061(X:974,Y:524) を占領"
IMG_0563.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0563.PNG,timeline_chat,2026/05/24 08:12:00,,476H,,#476,199,599,2,,漁場,漁場,occupy,476H,medium,visible_time,"連盟476HがLv.2漁場 #476(X:199,Y:599) を 占領"
IMG_0564.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0564.PNG,timeline_chat,2026/05/24 08:12:00,,AAOA,,#8061,924,474,6,,漁場,漁場,occupy,AAOA,low,previous_image_visible_time,"連盟AAOAがLv.6漁場 #8061(X:924,Y:474) を占領"
IMG_0564.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0564.PNG,timeline_chat,2026/05/24 08:43:00,,TrX,,#440,799,699,2,,漁場,漁場,occupy,TrX,medium,visible_time,"連盟TrXがLv.2漁場 #440(X:799,Y:699) を占 領"
IMG_0565.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0565.PNG,timeline_chat,2026/05/24 09:25:00,,BgNa,,#8061,974,124,5,,漁場,漁場,occupy,BgNa,low,previous_image_visible_time,"連盟BgNaがLv.5漁場 #8061(X:974,Y:124) を占領"
IMG_0565.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0565.PNG,timeline_chat,2026/05/24 09:33:00,,WbW,,#8061,924,74,6,,漁場,漁場,occupy,WbW,medium,visible_time,"連盟WbWがLv.6漁場 #8061(X:924,Y:74) を 占領"
IMG_0566.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0566.PNG,timeline_chat,2026/05/24 09:41:00,,BgNa,,#8061,874,24,5,,漁場,漁場,occupy,BgNa,medium,visible_time,"連盟BgNaがLv.5漁場 #8061(X:874,Y:24) を 占領"
IMG_0567.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0567.PNG,timeline_chat,2026/05/24 09:46:00,,WbW,,#8061,824,24,5,,漁場,漁場,occupy,WbW,low,previous_image_visible_time,"連盟WbWがLv.5漁場 #8061(X:824,Y:24) を 占領"
IMG_0567.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0567.PNG,timeline_chat,2026/05/23 10:09:00,,JL2,,#8061,324,124,7,,漁場,漁場,occupy,JL2,medium,visible_time,"連盟JL2がLv.7漁場 #8061(X:324,Y:124) を占 領"
IMG_0567.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0567.PNG,timeline_chat,2026/05/23 10:09:00,,2N7,,#8061,274,124,7,,漁場,漁場,occupy,2N7,medium,visible_time,"連盟2N7がLv.7漁場 #8061(X:274,Y:124) 占領"
IMG_0567.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0567.PNG,timeline_chat,2026/05/23 10:41:00,,JL2,,#8061,374,74,6,,漁場,漁場,occupy,JL2,medium,visible_time,"連盟JL2がLv.6漁場 #8061(X:374,Y:74) を占 領"
IMG_0568.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0568.PNG,timeline_chat,2026/05/23 11:08:00,,BgNa,,#8061,774,24,5,,漁場,漁場,occupy,BgNa,medium,visible_time,"連盟BgNaがLv.5漁場 #8061(X:774,Y:24) を 占領"
IMG_0568.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0568.PNG,timeline_chat,2026/05/23 11:08:00,,2N7,,#8061,224,124,7,,漁場,漁場,occupy,2N7,medium,visible_time,"連盟2N7がLv.7漁場 #8061(X:224,Y:124) を 占領"
IMG_0568.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0568.PNG,timeline_chat,2026/05/23 11:11:00,,WbW,,#511,699,978,1,,漁場,漁場,occupy,WbW,medium,visible_time,"連盟WbWがLv.1漁場 #511(X:699,Y:978) a 占領"
IMG_0569.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0569.PNG,timeline_chat,2026/05/23 11:23:00,,BgNa,,#511,699,899,1,,漁場,漁場,occupy,BgNa,low,previous_image_visible_time,"連盟BgNaがLv.1漁場 #511(X:699,Y:899) 占領"
IMG_0569.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0569.PNG,timeline_chat,2026/05/23 11:23:00,,DaNG,,#511,699,799,2,,漁場,漁場,first_occupy,DaNG,medium,visible_time,"連盟DaNGがLv.2漁場 #511(X:699,Y:799) を 占領"
IMG_0569.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0569.PNG,timeline_chat,2026/05/23 11:23:00,,JL0,,#8061,374,124,7,,漁場,漁場,occupy,JL0,medium,visible_time,"連盟JL0がLv.7漁場 #8061(X:374,Y:124) を 占 領"
IMG_0569.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0569.PNG,timeline_chat,2026/05/23 11:23:00,,SVh,,#511,199,99,1,,漁場,漁場,first_occupy,SVh,medium,visible_time,"連盟SVhがLv.1漁場 #511(X:199,Y:99) を占 領"
IMG_0570.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0570.PNG,timeline_chat,2026/05/23 11:40:00,,WbW,,#8061,724,74,6,,漁場,漁場,occupy,WbW,medium,visible_time,"連盟WbWがLv.6漁場 #8061(X:724,Y:74) を 占領"
IMG_0570.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0570.PNG,timeline_chat,2026/05/23 11:42:00,,JL0,,#8061,174,174,7,,漁場,漁場,occupy,JL0,medium,visible_time,"連盟JL0がLv.7漁場 #8061(X:174,Y:174) を占 領"
IMG_0570.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0570.PNG,timeline_chat,2026/05/23 11:42:00,,GcC,,#8061,924,424,6,,漁場,漁場,occupy,GcC,medium,visible_time,"連盟GcCがLv.6漁場 #8061(X:924,Y:424) を 占領"
IMG_0571.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0571.PNG,timeline_chat,2026/05/23 12:12:00,,FarM,,#503,299,899,1,,漁場,漁場,occupy,FarM,low,previous_image_visible_time,"連盟FarMがLv.1漁場 #503(X:299,Y:899) 占領"
IMG_0571.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0571.PNG,timeline_chat,2026/05/23 12:24:00,,SVa,,#8061,674,124,7,,漁場,漁場,occupy,SVa,medium,visible_time,"連盟SVaがLv.7漁場 #8061(X:674,Y:124) を 占領"
IMG_0574.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0574.PNG,timeline_chat,2026/05/23 12:32:00,,JL2,,#511,99,699,1,,漁場,漁場,occupy,JL2,low,previous_image_visible_time,"連盟JL2がLv.1漁場 #511(X:99,Y:699) を占領"
IMG_0574.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0574.PNG,timeline_chat,2026/05/22 14:10:00,,FarM,,#503,399,899,1,,漁場,漁場,first_occupy,FarM,medium,visible_time,"連盟FarMがLv.1漁場 #503(X:399,Y:899) を 占領"
IMG_0575.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0575.PNG,timeline_chat,2026/05/22 15:10:00,,476X,,#8061,124,174,7,,漁場,漁場,occupy,476X,medium,visible_time,"連盟476XがLv.7漁場 #8061(X:124,Y:174) を 占領"
IMG_0575.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0575.PNG,timeline_chat,2026/05/22 15:19:00,,OWM,,#509,799,299,2,,漁場,漁場,occupy,OWM,medium,visible_time,"連盟OWMがLv.2漁場 #509(X:799,Y:299) C 占領"
IMG_0575.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0575.PNG,timeline_chat,2026/05/22 15:35:00,,tWD,,#509,99,299,1,,漁場,漁場,occupy,tWD,medium,visible_time,"連盟tWDがLv.1漁場 #509(X:99,Y:299) を占 領"
IMG_0575.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0575.PNG,timeline_chat,2026/05/22 15:35:00,,476M,,#8061,124,224,7,,漁場,漁場,occupy,476M,medium,visible_time,"連盟476MがLv.7漁場 #8061(X:124,Y:224) を占領"
IMG_0576.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0576.PNG,timeline_chat,2026/05/22 16:20:00,,DOLU,,#440,599,199,2,,漁場,漁場,occupy,DOLU,medium,visible_time,"連盟DOLUがLv.2漁場 #440(X:599,Y:199) h 占領"
IMG_0576.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0576.PNG,timeline_chat,2026/05/22 16:39:00,,IMP,,#440,20,399,1,,漁場,漁場,occupy,IMP,medium,visible_time,"連盟IMpがLv.1漁場 #440(X:20,Y:399) を占 領"
IMG_0577.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0577.PNG,timeline_chat,2026/05/22 16:44:00,,TrX,,#440,99,499,1,,漁場,漁場,occupy,TrX,low,previous_image_visible_time,"連盟TrXがLv.1漁場#440(X:99,Y:499)を占領"
IMG_0577.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0577.PNG,timeline_chat,2026/05/22 17:46:00,,476M,,#8061,224,74,6,,漁場,漁場,occupy,476M,medium,visible_time,"連盟476MがLv.6漁場 #8061(X:224,Y:74) を 占領"
IMG_0578.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0578.PNG,timeline_chat,2026/05/22 17:48:00,,fIrE,,#8061,74,74,6,,漁場,漁場,occupy,fIrE,low,previous_image_visible_time,"連盟fIrEがLv.6漁場#8061(X:74,Y:74)を占領"
IMG_0578.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0578.PNG,timeline_chat,2026/05/22 18:18:00,,WUG,,#8061,74,124,6,,漁場,漁場,occupy,WUG,medium,visible_time,"連盟WUGがLV.6漁場 #8061(X:74,Y:124) 东 占領"
IMG_0578.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0578.PNG,timeline_chat,2026/05/22 18:18:00,,fIrE,,#8061,74,174,6,,漁場,漁場,occupy,fIrE,medium,visible_time,"連盟fIrEがLv.6漁場#8061(X:74,Y:174)を占 領"
IMG_0579.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0579.PNG,timeline_chat,2026/05/22 18:36:00,,WUG,,#8061,74,224,6,,漁場,漁場,occupy,WUG,medium,visible_time,"連盟WUGがLv.6漁場 #8061(X:74,Y:224) 东 占領"
IMG_0579.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0579.PNG,timeline_chat,2026/05/22 18:36:00,,TrX,,#440,20,299,1,,漁場,漁場,occupy,TrX,medium,visible_time,"連盟TrXがLv.1漁場#440(X:20,Y:299)を占領"
IMG_0579.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0579.PNG,timeline_chat,2026/05/22 18:36:00,,R6q,,#476,699,299,3,,漁場,漁場,occupy,R6q,medium,visible_time,"連盟R6qがLv.3漁場#476(X:699,Y:299)を占 領"
IMG_0579.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0579.PNG,timeline_chat,2026/05/22 18:36:00,,NBNH,,#8061,124,124,7,,漁場,漁場,occupy,NBNH,medium,visible_time,"連盟NBNHがLv.7漁場 #8061(X:124,Y:124) を占領"
IMG_0580.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0580.PNG,timeline_chat,2026/05/22 19:08:00,,NBNH,,#8061,124,124,7,,漁場,漁場,occupy,NBNH,low,previous_image_visible_time,"連盟NBNHがLv.7漁場 #8061(X:124,Y:124) を占領"
IMG_0580.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0580.PNG,timeline_chat,2026/05/22 19:08:00,,R6q,,#476,799,199,2,,漁場,漁場,occupy,R6q,medium,visible_time,"連盟R6qがLv.2漁場 #476(X:799,Y:199) を占 領"
IMG_0581.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0581.PNG,timeline_chat,2026/05/22 20:18:00,,sbM,,#511,699,499,3,,漁場,漁場,occupy,sbM,medium,visible_time,"連盟sbMがLv.3漁場 #511(X:699,Y:499) を占 領"
IMG_0581.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0581.PNG,timeline_chat,2026/05/22 20:40:00,,KTVS,,#534,699,599,3,,漁場,漁場,occupy,KTVS,medium,visible_time,"連盟KTVSがLv.3漁場 #534(X:699,Y:599) 东 占領"
