image,image_path,screen_type,event_time,actor_server,actor_alliance,opponent_alliance,target_server,x,y,level,terrain,kind_raw,kind_sheet,action,owner_for_sheet,confidence,time_source,source_text
IMG_0555.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0555.PNG,timeline_chat,2026/05/24 03:08:00,,BHE,,#8061,824,924,6,,漁場,漁場,occupy,BHE,medium,visible_time,"連盟BHEがLV.6漁場 #8061(X:824,Y:924)を 占領"
IMG_0556.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0556.PNG,timeline_chat,2026/05/24 03:28:00,,MOn,,#8061,774,874,7,,漁場,漁場,occupy,MOn,low,previous_image_visible_time,"連盟MOnがLV.7漁場 #8061(X:774,Y:874)を 占領"
IMG_0556.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0556.PNG,timeline_chat,2026/05/24 03:28:00,,VEX,,#509,599,199,2,,漁場,漁場,occupy,VEX,medium,visible_time,"連盟VEXがLV.2漁場 #509(X:599,Y:199)を占 領"
IMG_0557.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0557.PNG,timeline_chat,2026/05/24 03:28:00,,476K,,#476,599,799,2,,漁場,漁場,occupy,476K,low,previous_image_visible_time,"連盟476KがLV.2漁場 #476(X:599,Y:799)を 占領"
IMG_0557.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0557.PNG,timeline_chat,2026/05/24 03:41:00,,CDf8,,#8061,924,24,5,,漁場,漁場,occupy,CDf8,medium,visible_time,"連盟CDf8がLV.5漁場 #8061(X:924,Y:24)を 占領"
IMG_0557.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0557.PNG,timeline_chat,2026/05/24 03:45:00,,EDFS,,#523,599,99,1,,漁場,漁場,occupy,EDFS,medium,visible_time,"連盟EDFSがLV.1漁場 #523(X:599,Y:99)を占 領"
IMG_0557.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0557.PNG,timeline_chat,2026/05/24 03:45:00,,476K,,#476,99,299,1,,漁場,漁場,occupy,476K,medium,visible_time,"連盟476KがLV.1漁場 #476(X:99,Y:299)を占 領"
IMG_0558.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0558.PNG,timeline_chat,2026/05/24 04:11:00,,5DU,,#523,799,199,2,,漁場,漁場,occupy,5DU,low,previous_image_visible_time,"連盟5DUがLV.2漁場 #523(X:799,Y:199)を占 領"
IMG_0558.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0558.PNG,timeline_chat,2026/05/24 04:11:00,,SsQ,,#509,399,399,4,,漁場,漁場,occupy,SsQ,medium,visible_time,"連盟SSQがLV.4漁場 #509(X:399,Y:399)を占 領"
IMG_0558.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0558.PNG,timeline_chat,2026/05/24 04:11:00,,SsQ,,#509,599,299,3,,漁場,漁場,occupy,SsQ,medium,visible_time,"連盟SSQがLV.3漁場 #509(X:599,Y:299)を占 領"
IMG_0559.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0559.PNG,timeline_chat,2026/05/24 04:34:00,,K4TR,,#523,899,399,1,,漁場,漁場,first_occupy,K4TR,low,previous_image_visible_time,"連盟K4TRがLV.1漁場 #523(X:899,Y:399)を 占領"
IMG_0559.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0559.PNG,timeline_chat,2026/05/24 04:34:00,,5DU,,#523,899,499,1,,漁場,漁場,occupy,5DU,medium,visible_time,"連盟5DUがLV.1漁場 #523(X:899,Y:499)を占 領"
IMG_0560.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0560.PNG,timeline_chat,2026/05/24 05:27:00,,R6q,,#476,799,299,2,,漁場,漁場,occupy,R6q,low,previous_image_visible_time,"連盟R6qがLV.2漁場 #476(X:799,Y:299)を占 領"
IMG_0560.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0560.PNG,timeline_chat,2026/05/24 05:27:00,,UrE,,#523,20,799,1,,漁場,漁場,occupy,UrE,medium,visible_time,"連盟UrEがLV.1漁場 #523(X:20,Y:799)を占領"
IMG_0560.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0560.PNG,timeline_chat,2026/05/24 05:51:00,,AoW,,#509,699,499,3,,漁場,漁場,occupy,AoW,medium,visible_time,"連盟AoWがLV.3漁場 #509(X:699,Y:499)を 占領"
IMG_0561.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0561.PNG,timeline_chat,2026/05/24 06:46:00,,ANH2,,#440,899,299,1,,漁場,漁場,occupy,ANH2,low,previous_image_visible_time,"連盟ANH2がLV.1漁場 #440(X:899,Y:299)を 占領"
IMG_0561.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0561.PNG,timeline_chat,2026/05/24 06:53:00,,OWM,,#509,699,399,3,,漁場,漁場,occupy,OWM,medium,visible_time,"連盟OWMがLV.3漁場 #509(X:699,Y:399)を 占領"
IMG_0562.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0562.PNG,timeline_chat,2026/05/24 07:38:00,,sbM,,#511,799,399,2,,漁場,漁場,occupy,sbM,low,previous_image_visible_time,"連盟sbMがLV.2漁場 #511(X:799,Y:399)を占 領"
IMG_0563.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0563.PNG,timeline_chat,2026/05/24 07:41:00,,AoW,,#509,699,299,3,,漁場,漁場,occupy,AoW,low,previous_image_visible_time,"連盟AoWがLV.3漁場 #509(X:699,Y:299)を 占領"
IMG_0563.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0563.PNG,timeline_chat,2026/05/24 07:41:00,,AAOA,,#8061,974,524,5,,漁場,漁場,occupy,AAOA,low,previous_image_visible_time,"連盟AAOAがLV.5漁場 #8061(X:974,Y:524) を占領"
IMG_0563.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0563.PNG,timeline_chat,2026/05/24 08:02:00,,476H,,#476,199,599,2,,漁場,漁場,occupy,476H,medium,visible_time,"連盟476HがLV.2漁場 #476(X:199,Y:599)を 占領"
IMG_0564.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0564.PNG,timeline_chat,2026/05/24 08:12:00,,AAOA,,#8061,924,474,6,,漁場,漁場,occupy,AAOA,low,previous_image_visible_time,"連盟AAOAがLV.6漁場 #8061(X:924,Y:474) を占領"
IMG_0564.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0564.PNG,timeline_chat,2026/05/24 08:43:00,,TrX,,#440,799,699,2,,漁場,漁場,occupy,TrX,medium,visible_time,"連盟TrXがLV.2漁場 #440(X:799,Y:699)を占 領"
IMG_0565.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0565.PNG,timeline_chat,2026/05/24 09:25:00,,BgNa,,#8061,974,124,5,,漁場,漁場,occupy,BgNa,low,previous_image_visible_time,"連盟BgNaがLV.5漁場 #8061(X:974,Y:124) を占領"
IMG_0565.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0565.PNG,timeline_chat,2026/05/24 09:25:00,,WbW,,#8061,924,74,6,,漁場,漁場,occupy,WbW,medium,visible_time,"連盟WbWがLV.6漁場 #8061(X:924,Y:74)を 占領"
IMG_0566.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0566.PNG,timeline_chat,2026/05/24 09:41:00,,BgNa,,#8061,874,24,5,,漁場,漁場,occupy,BgNa,medium,visible_time,"連盟BgNaがLV.5漁場 #8061(X:874,Y:24)を 占領"
IMG_0567.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0567.PNG,timeline_chat,2026/05/24 09:46:00,,WbW,,#8061,824,24,5,,漁場,漁場,occupy,WbW,low,previous_image_visible_time,"連盟WbWがLV.5漁場 #8061(X:824,Y:24)を 占領"
IMG_0567.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0567.PNG,timeline_chat,2026/05/24 09:46:00,,JL2,,#8061,324,124,7,,漁場,漁場,occupy,JL2,low,previous_image_visible_time,"連盟L2がLV.7漁場 #8061(X:324,Y:124)を占 領"
IMG_0567.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0567.PNG,timeline_chat,2026/05/23 10:09:00,,2N7,,#8061,274,124,7,,漁場,漁場,occupy,2N7,medium,visible_time,"連盟2N7がLV.7漁場 #8061(X:274,Y:124)を 占領"
IMG_0567.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0567.PNG,timeline_chat,2026/05/23 10:23:00,,JL2,,#8061,374,74,6,,漁場,漁場,occupy,JL2,medium,visible_time,"連盟L2がLV.6漁場 #8061(X:374,Y:74)を占 領"
IMG_0568.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0568.PNG,timeline_chat,2026/05/23 10:41:00,,BgNa,,#8061,774,24,5,,漁場,漁場,occupy,BgNa,low,previous_image_visible_time,"連盟BgNaがLV.5漁場 #8061(X:774,Y:24)を 占領"
IMG_0568.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0568.PNG,timeline_chat,2026/05/23 11:08:00,,2N7,,#8061,224,124,7,,漁場,漁場,occupy,2N7,medium,visible_time,"連盟2N7がLV.7漁場 #8061(X:224,Y:124)を 占領"
IMG_0568.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0568.PNG,timeline_chat,2026/05/23 11:11:00,,WbW,,#511,699,978,1,,漁場,漁場,occupy,WbW,medium,visible_time,"連盟WbWがLV.1漁場 #511(X:699,Y:978)を 占領"
IMG_0569.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0569.PNG,timeline_chat,2026/05/23 11:23:00,,DaNG,,#511,699,799,2,,漁場,漁場,first_occupy,DaNG,medium,visible_time,"連盟DaNGがLV.2漁場 #511(X:699,Y:799)を 占領"
IMG_0569.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0569.PNG,timeline_chat,2026/05/23 11:23:00,,JL0,,#8061,374,124,7,,漁場,漁場,occupy,JL0,medium,visible_time,"連盟LOがLV.7漁場 #8061(X:374,Y:124)を占 領"
IMG_0569.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0569.PNG,timeline_chat,2026/05/23 11:23:00,,SVh,,#511,199,99,1,,漁場,漁場,first_occupy,SVh,medium,visible_time,"連盟SVhがLV.1漁場 #511(X:199,Y:99)を占 領"
IMG_0570.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0570.PNG,timeline_chat,2026/05/23 11:40:00,,WbW,,#8061,724,74,6,,漁場,漁場,occupy,WbW,low,previous_image_visible_time,"連盟WbWがLV.6漁場 #8061(X:724,Y:74)を 占領"
IMG_0570.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0570.PNG,timeline_chat,2026/05/23 11:40:00,,JL0,,#8061,174,174,7,,漁場,漁場,occupy,JL0,medium,visible_time,"連盟JLOがLV.7漁場 #8061(X:174,Y:174)を占 領"
IMG_0570.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0570.PNG,timeline_chat,2026/05/23 11:42:00,,GcC,,#8061,924,424,6,,漁場,漁場,occupy,GcC,medium,visible_time,"連盟GcCがLV.6漁場 #8061(X:924,Y:424)を 占領"
IMG_0571.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0571.PNG,timeline_chat,2026/05/23 12:12:00,,FarM,,#503,299,899,1,,漁場,漁場,occupy,FarM,low,previous_image_visible_time,"連盟FarMがLV.1漁場 #503(X:299,Y:899)を 占領"
IMG_0571.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0571.PNG,timeline_chat,2026/05/23 12:24:00,,SVa,,#8061,674,124,7,,漁場,漁場,occupy,SVa,medium,visible_time,"連盟SVaがLV.7漁場 #8061(X:674,Y:124)を 占領"
IMG_0574.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0574.PNG,timeline_chat,2026/05/23 12:32:00,,JL2,,#511,99,699,1,,漁場,漁場,occupy,JL2,low,previous_image_visible_time,"連盟L2がLV.1漁場 #511(X:99,Y:699 )を占領"
IMG_0574.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0574.PNG,timeline_chat,2026/05/22 12:35:00,,FarM,,#503,399,899,1,,漁場,漁場,first_occupy,FarM,medium,visible_time,"連盟FarMがLV.1漁場 #503(X:399,Y:899)を 占領"
IMG_0575.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0575.PNG,timeline_chat,2026/05/22 15:10:00,,476X,,#8061,124,174,7,,漁場,漁場,occupy,476X,low,previous_image_visible_time,"連盟476XがLV.7漁場 #8061(X:124,Y:174)を 占領"
IMG_0575.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0575.PNG,timeline_chat,2026/05/22 15:10:00,,OWM,,#509,799,299,2,,漁場,漁場,occupy,OWM,medium,visible_time,"連盟OWMがLV.2漁場 #509(X:799,Y:299)を 占領"
IMG_0575.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0575.PNG,timeline_chat,2026/05/22 15:19:00,,tWD,,#509,99,299,1,,漁場,漁場,occupy,tWD,medium,visible_time,"連盟tWDがLV.1漁場 #509(X:99,Y:299)を占 領"
IMG_0575.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0575.PNG,timeline_chat,2026/05/22 15:35:00,,476M,,#8061,124,224,7,,漁場,漁場,occupy,476M,medium,visible_time,"連盟476MがLV.7漁場 #8061(X:124,Y:224) を占領"
IMG_0576.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0576.PNG,timeline_chat,2026/05/22 16:20:00,,IMP,,#440,20,399,1,,漁場,漁場,occupy,IMP,medium,visible_time,"連盟IMpがLV.1漁場 #440(X:20,Y:399)を占 領"
IMG_0577.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0577.PNG,timeline_chat,2026/05/22 16:44:00,,TrX,,#440,99,499,1,,漁場,漁場,occupy,TrX,low,previous_image_visible_time,"連盟TrXがLV.1漁場 #440(X:99,Y:499)を占領"
IMG_0577.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0577.PNG,timeline_chat,2026/05/22 16:53:00,,476M,,#8061,224,74,6,,漁場,漁場,occupy,476M,medium,visible_time,"連盟476MがLV.6漁場 #8061(X:224,Y:74)を 占領"
IMG_0578.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0578.PNG,timeline_chat,2026/05/22 17:46:00,,fIrE,,#8061,74,74,6,,漁場,漁場,occupy,fIrE,low,previous_image_visible_time,"連盟fIrEがLV.6漁場 #8061(X:74,Y:74)を占領"
IMG_0578.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0578.PNG,timeline_chat,2026/05/22 18:09:00,,WUG,,#8061,74,124,6,,漁場,漁場,occupy,WUG,medium,visible_time,"連盟WUGがLV.6漁場 #8061(X:74,Y:124)を 占領"
IMG_0578.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0578.PNG,timeline_chat,2026/05/22 18:18:00,,fIrE,,#8061,74,174,6,,漁場,漁場,occupy,fIrE,medium,visible_time,"連盟fIrEがLV.6漁場 #8061(X:74,Y:174)を占 領"
IMG_0579.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0579.PNG,timeline_chat,2026/05/22 18:36:00,,WUG,,#8061,74,224,6,,漁場,漁場,occupy,WUG,low,previous_image_visible_time,"連盟WUGがLV.6漁場 #8061(X:74,Y:224)を 占領"
IMG_0579.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0579.PNG,timeline_chat,2026/05/22 18:36:00,,TrX,,#440,20,299,1,,漁場,漁場,occupy,TrX,medium,visible_time,"連盟TrXがLV.1漁場 #440(X:20,Y:299)を占領"
IMG_0579.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0579.PNG,timeline_chat,2026/05/22 18:36:00,,R6q,,#476,699,299,3,,漁場,漁場,occupy,R6q,medium,visible_time,"連盟R6qがLV.3漁場 #476(X:699,Y:299)を占 領"
IMG_0579.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0579.PNG,timeline_chat,2026/05/22 18:36:00,,NBNH,,#8061,124,124,7,,漁場,漁場,occupy,NBNH,medium,visible_time,"連盟NBNHがLV.7漁場 #8061(X:124,Y:124) を占領"
IMG_0580.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0580.PNG,timeline_chat,2026/05/22 19:08:00,,NBNH,,#8061,124,124,7,,漁場,漁場,occupy,NBNH,low,previous_image_visible_time,"連盟NBNHがLV.7漁場 #8061(X:124,Y:124) を占領"
IMG_0580.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0580.PNG,timeline_chat,2026/05/22 19:08:00,,R6q,,#476,799,199,2,,漁場,漁場,occupy,R6q,medium,visible_time,"連盟R6qがLV.2漁場 #476(X:799,Y:199)を占 領"
IMG_0581.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0581.PNG,timeline_chat,2026/05/22 19:26:00,,sbM,,#511,699,499,3,,漁場,漁場,occupy,sbM,low,previous_image_visible_time,"連盟sbMがLV.3漁場 #511(X:699,Y:499)を占 領"
IMG_0581.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0581.PNG,timeline_chat,2026/05/22 20:18:00,,KTVS,,#534,699,599,3,,漁場,漁場,occupy,KTVS,medium,visible_time,"連盟KTVSがLV.3漁場 #534(X:699,Y:599)を 占領"
IMG_0581.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0581.PNG,timeline_chat,2026/05/22 20:18:00,,299,,#503,699,299,3,,漁場,漁場,occupy,299,medium,visible_time,"連盟299がLV.3漁場 #503(X:699,Y:299)を占 領"
IMG_0581.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0581.PNG,timeline_chat,2026/05/22 20:46:00,,GX99,,#480,199,978,1,,漁場,漁場,occupy,GX99,medium,visible_time,"連盟GX99がLV.1漁場 #480(X:199,Y:978)を 占領"
