row,name,old_total,new_total,old_band,new_band,old_form,new_form,old_first,new_first,old_job,new_job,changed,safe_to_apply,flags,vote_source,comment_source,vote_score,comment_score,comment_text
15,馬券師もつお,340.23,346.51,4_65M以上〜70M未満,3_70M以上〜75M未満,ロ,ロ,68.8,71.8,指導者,指導者,True,True,,IMG_2510.PNG,IMG_2533.PNG,1.0,1.0,ロケラン71.8M 指導者
16,ノンタン,338.12,298.8,5_62M以上〜65M未満,4_65M以上〜70M未満,戦,戦,64.3,65.7,エンジニア,エンジニア,True,True,large_total_delta,IMG_2513.PNG,IMG_2532.PNG,1.0,1.0,戦車65.7エンジニア A
17,マリオ mario,337.64,347.6,4_65M以上〜70M未満,3_70M以上〜75M未満,ロ,ロ,68.3,71.2,指導者,指導者,True,True,,IMG_2511.PNG,IMG_2539.PNG,1.0,1.0,ロケラン71.2指導者 AN
18,かえるChanR,335.86,336.7,3_70M以上〜75M未満,3_70M以上〜75M未満,航,航,71.01,72.5,指導者,指導者,True,True,,IMG_2511.PNG,IMG_2531.PNG,1.0,0.875,航空72.5指導者
19,渋猫選手R,334.38,367.1,2_75M以上〜80M未満,1_80M以上,ロ,ロ,79.09,82,指導者,指導者,True,True,large_total_delta,IMG_2507.PNG,IMG_2532.PNG,1.0,1.0,ロケラン82M 戦争指導者 AN
20,sakimaru,332.66,338.23,5_62M以上〜65M未満,5_62M以上〜65M未満,戦,戦,63.31,64.38,エンジニア,エンジニア,True,True,,IMG_2516.PNG,IMG_2539.PNG,1.0,1.0,戦車64.38Mエンジニア
21,黒猫 nuda,326.25,362.9,2_75M以上〜80M未満,2_75M以上〜80M未満,航,航,76,76.3,エンジニア,エンジニア,True,True,large_total_delta,IMG_2508.PNG,IMG_2540.PNG,1.0,1.0,航空76.3Mエンジニア 品
22,RevoSHoBoR,325.27,340.26,4_65M以上〜70M未満,3_70M以上〜75M未満,戦,戦,68.9,70.9,エンジニア,エンジニア,True,True,,IMG_2510.PNG,IMG_2537.PNG,1.0,0.9,戦車70.9Mエンジニア
23,TONKUN,324.41,337.29,5_62M以上〜65M未満,4_65M以上〜70M未満,戦,戦,64.75,66.56,エンジニア,エンジニア,True,True,,IMG_2512.PNG,IMG_2531.PNG,1.0,0.923,戦車66.56M エンジニア
24,torsoboy00,323.6,300.42,7_58M以上〜60M未満,6_60M以上〜62M未満,戦,戦,59.51,60.48,エンジニア,エンジニア,True,True,,IMG_2519.PNG,IMG_2533.PNG,1.0,1.0,60.48 tank engineer
25,Revo nikoora,320.43,316.34,5_62M以上〜65M未満,4_65M以上〜70M未満,ロ,ロ,62.9,65.4,エンジニア,エンジニア,True,True,,IMG_2512.PNG,IMG_2534.PNG,1.0,1.0,ロケラン65.4Mエンジニア
26,いたちごっこR,320.4,307.83,,5_62M以上〜65M未満,,,,64.6,,指導者,True,True,,IMG_2515.PNG,IMG_2541.PNG,0.857,0.923,¥164.6指導者 A
27,SOL265,318.25,355.48,4_65M以上〜70M未満,4_65M以上〜70M未満,航,航,66,68,エンジニア,エンジニア,True,True,large_total_delta,IMG_2512.PNG,IMG_2538.PNG,1.0,1.0,マーフィー航空 68M エンジニア
28,雉猫くるさん,311.89,312.52,4_65M以上〜70M未満,4_65M以上〜70M未満,戦,,65.7,,エンジニア,,True,True,,IMG_2514.PNG,,1.0,,
29,HIDEGONDx,311.52,,4_65M以上〜70M未満,,ロ,,67.1,,エンジニア,,False,False,,,,,,
30,きょたぱ,310.38,275.28,6_60M以上〜62M未満,5_62M以上〜65M未満,,ロ,,64.35,,,True,True,large_total_delta,IMG_2516.PNG,IMG_2536.PNG,1.0,1.0,rocket launcher64.35M
31,AyuMiN,309.9,301.77,6_60M以上〜62M未満,5_62M以上〜65M未満,戦,戦,62,64,エンジニア,エンジニア,True,True,,IMG_2515.PNG,IMG_2531.PNG,1.0,0.923,戦車64Mエンジニア
32,SPD20T,309.58,300.83,6_60M以上〜62M未満,5_62M以上〜65M未満,戦,戦,60.6,63.6,エンジニア,エンジニア,True,True,,IMG_2518.PNG,IMG_2541.PNG,1.0,1.0,戦車63.6Mエンジニア
33,himoぺよ星,309.56,313.09,8_55M以上〜58M未満,7_58M以上〜60M未満,戦,戦,57.32,58.4,エンジニア,エンジニア,True,True,,IMG_2521.PNG,IMG_2540.PNG,0.857,1.0,戦車58.4mエンジニア AN
34,スコア80,308.58,325.6,5_62M以上〜65M未満,4_65M以上〜70M未満,ロ,ロ,62.8,65.5,エンジニア,エンジニア,True,True,,IMG_2514.PNG,IMG_2530.PNG,1.0,1.0,ロケラン 65.5M エンジニア
35,はぶーぶ,307.91,314.87,7_58M以上〜60M未満,7_58M以上〜60M未満,戦,戦,58.64,59.98,エンジニア,エンジニア,True,True,,IMG_2522.PNG,IMG_2533.PNG,1.0,1.0,59.98戦車エンジニア
36,hiro628,306.7,305.65,8_55M以上〜58M未満,7_58M以上〜60M未満,戦,戦,57.2,58.8,エンジニア,エンジニア,True,True,,IMG_2521.PNG,IMG_2533.PNG,1.0,0.933,tank58.8M engineer
37,枝マメDx,306.51,276.78,6_60M以上〜62M未満,5_62M以上〜65M未満,戦,戦,60.1,62.77,エンジニア,エンジニア,True,True,large_total_delta,IMG_2516.PNG,IMG_2541.PNG,1.0,1.0,アゴ付き戦車62.77Mエンジン屋
38,DaoETあつし,304.65,322.41,5_62M以上〜65M未満,5_62M以上〜65M未満,戦,,63.69,64.06,エンジニア,エンジニア,True,True,,IMG_2517.PNG,IMG_2532.PNG,1.0,0.824,64.06M私エンジニア
39,こうしゅう,304.48,310.26,9_50M以上～55M未満,9_50M以上～55M未満,戦,戦,53.05,53.73,エンジニア,エンジニア,True,True,,IMG_2527.PNG,IMG_2534.PNG,1.0,1.0,戦車53.73Mエンジニア
40,あつないR,300.05,300.8,6_60M以上〜62M未満,5_62M以上〜65M未満,戦,戦,60.72,62.04,エンジニア,エンジニア,True,True,,IMG_2517.PNG,IMG_2535.PNG,0.889,1.0,戦車62.04M engineer
41,ユパパパ,298.49,289.53,5_62M以上〜65M未満,5_62M以上〜65M未満,戦,戦,62.93,64.46,エンジニア,エンジニア,True,True,,IMG_2518.PNG,IMG_2537.PNG,1.0,1.0,戦車64.46Mエンジニア火
42,YOSAKOI,298.38,290.12,8_55M以上〜58M未満,8_55M以上〜58M未満,戦,戦,56.6,57.9,エンジニア,エンジニア,True,True,,IMG_2524.PNG,IMG_2537.PNG,1.0,1.0,戦車エンジニア57.9 41
43,もるせら,297.32,270.77,,6_60M以上〜62M未満,戦,,58.79,60.2,エンジニア,指導者,True,True,large_total_delta,IMG_2520.PNG,IMG_2529.PNG,1.0,1.0,あだすか60.2M指導者
44,ボッサ,295.03,298.62,6_60M以上〜62M未満,5_62M以上〜65M未満,戦,戦,60.7,62,エンジニア,,True,True,,IMG_2518.PNG,IMG_2541.PNG,1.0,1.0,戦車62M えんじにあ
45,ちゃっぴ chappi,293.5,,5_62M以上〜65M未満,,戦,,62.9,,エンジニア,,False,False,,,,,,
46,GOLDEN FREEZA,293.33,294.06,8_55M以上〜58M未満,8_55M以上〜58M未満,戦,戦,56.29,57.48,エンジニア,エンジニア,True,True,,IMG_2523.PNG,IMG_2529.PNG,1.0,1.0,戦車57.48Mエンジニア
47,指揮官の鷹,292.57,363.51,5_62M以上〜65M未満,4_65M以上〜70M未満,ロ,ロ,64.5,67,指導者,指導者,True,True,large_total_delta,IMG_2512.PNG,IMG_2540.PNG,1.0,1.0,ロケラン67M指導者
48,北池袋,291.48,340.12,5_62M以上〜65M未満,4_65M以上〜70M未満,戦,,63.8,,指導者,,True,True,large_total_delta,IMG_2514.PNG,,1.0,,
49,ゾンビ屋響子,291.45,287.28,5_62M以上〜65M未満,5_62M以上〜65M未満,戦,戦,62.12,63.4,エンジニア,エンジニア,True,True,,IMG_2515.PNG,IMG_2535.PNG,1.0,1.0,戦車63.4エンジニア
50,El KAMA,290.51,,,,,,,,,,False,False,,,,,,
51,ふみっちゃん,285.93,274.94,6_60M以上〜62M未満,5_62M以上〜65M未満,戦,戦,61.8,63.9,エンジニア,エンジニア,True,True,,IMG_2515.PNG,IMG_2538.PNG,1.0,1.0,ルシウス戦車 63.9M エンジニア
52,ちゅうちぇ,283.55,264.43,,8_55M以上〜58M未満,,戦,,57.9,,エンジニア,True,True,,IMG_2524.PNG,IMG_2536.PNG,1.0,1.0,戦車57.9エンジニア
53,カラトリ君,282.52,274.29,4_65M以上〜70M未満,4_65M以上〜70M未満,戦,戦,66.6,67.7,指導者,指導者,True,True,,IMG_2514.PNG,IMG_2538.PNG,1.0,1.0,戦車67.7私指導者です
54,tama選手R,280.33,,,,戦,,58.17,,エンジニア,,False,False,,,,,,
55,Revo nutswa,271.61,300.44,7_58M以上〜60M未満,6_60M以上〜62M未満,戦,戦,58,60,エンジニア,エンジニア,True,True,large_total_delta,IMG_2519.PNG,IMG_2541.PNG,0.889,0.889,戦車60Mエンジニア
56,RiricoR,270.98,267.61,7_58M以上〜60M未満,6_60M以上〜62M未満,戦,戦,59.6,61.09,エンジニア,エンジニア,True,True,,IMG_2520.PNG,IMG_2540.PNG,1.0,1.0,戦車：61.09M エンジニア
57,ヤギサトツ,269.91,267.04,a_50M未満,9_50M以上～55M未満,航,航,48.9,50.7,エンジニア,エンジニア,True,True,,IMG_2527.PNG,IMG_2532.PNG,1.0,1.0,航空50.7 麺エンジニア
58,Nikoruko,269.3,,8_55M以上〜58M未満,,戦,,57.99,,エンジニア,,False,False,,,,,,
59,だあむ,269.29,260.19,,6_60M以上〜62M未満,ロ,航,61.76,60.37,エンジニア,エンジニア,True,True,,IMG_2519.PNG,IMG_2536.PNG,1.0,1.0,航空60.37 エンジニア
60,PRIUS A,268.63,,,,,,,,,,False,False,,,,,,
61,whats マイケル,268.5,316.4,8_55M以上〜58M未満,7_58M以上〜60M未満,戦,,57.32,,エンジニア,,True,True,large_total_delta,IMG_2522.PNG,,0.889,,
62,Fateの晩风,268.03,,7_58M以上〜60M未満,,航,,59.64,,エンジニア,,False,False,,,,,,
63,もこP,267.33,280.37,6_60M以上〜62M未満,5_62M以上〜65M未満,戦,戦,61.96,63.48,指導者,指導者,True,True,,IMG_2518.PNG,IMG_2538.PNG,1.0,1.0,戦車63.48M 指導者
64,LA 49,263.17,,8_55M以上〜58M未満,,戦,戦,55.4,,,,True,True,,,IMG_2530.PNG,,1.0,Tanke + mankol E6 1QM
65,—DARTS—,262.11,,9_50M以上～55M未満,,,,,,,,False,False,,,,,,
66,ji i tan R18,258.28,255.38,7_58M以上〜60M未満,7_58M以上〜60M未満,戦,,57.47,,エンジニア,,True,True,,IMG_2522.PNG,,1.0,,
67,kaaaaat,257.09,260.29,9_50M以上～55M未満,9_50M以上～55M未満,戦,戦,53.11,54.6,エンジニア,エンジニア,True,True,,IMG_2525.PNG,IMG_2538.PNG,1.0,1.0,54.6 tank engineer
68,Raju 95,256.73,,9_50M以上～55M未満,,,,53.28,,,,False,False,,,,,,
69,RevoFuYuMin,256.6,278.23,,8_55M以上〜58M未満,,,,,,,True,True,,IMG_2524.PNG,,1.0,,
70,Shawawaga,255.97,,,,,,50.5,,エンジニア,,False,False,,,,,,
71,Pe-sukeR,254.54,304.95,6_60M以上〜62M未満,5_62M以上〜65M未満,戦,戦,61.5,63.2,エンジニア,エンジニア,True,True,large_total_delta,IMG_2516.PNG,IMG_2534.PNG,0.923,1.0,ルシ戦車63.2Mエンジニア
72,ケロ丸,253.69,262.03,8_55M以上〜58M未満,8_55M以上〜58M未満,戦,戦,56.05,56.95,エンジニア,エンジニア,True,True,,IMG_2523.PNG,IMG_2534.PNG,1.0,1.0,アダスカ56.95エンジニア
73,Revo 鷹R,253.66,235.52,9_50M以上～55M未満,8_55M以上〜58M未満,,,,57.1,,エンジニア,True,True,,IMG_2524.PNG,IMG_2530.PNG,1.0,1.0,洗車57.1Mエンジニア
74,三SUN SUN三,250.97,302.9,9_50M以上～55M未満,7_58M以上〜60M未満,戦,戦,55.69,56.53,エンジニア,エンジニア,True,True,large_total_delta,IMG_2521.PNG,IMG_2534.PNG,1.0,1.0,戦車56.53M エンジニア
75,LastかえるR,245.53,,6_60M以上〜62M未満,,航,,60.27,,指導者,,False,False,,,,,,
76,ツナ缶食べ隊,240,267.32,,9_50M以上～55M未満,,戦,,53,,エンジニア,True,True,large_total_delta,IMG_2527.PNG,IMG_2539.PNG,1.0,1.0,戦車53mエンジニア
77,SÜPRĒMŌ,239.63,206.67,,9_50M以上～55M未満,戦,戦,50.5,52,エンジニア,指導者,True,True,large_total_delta,IMG_2525.PNG,IMG_2536.PNG,1.0,1.0,52m tank. leader
78,呷八覇,238.07,,,,,,,,,,False,False,,,,,,
79,Boss B,236.71,,,,,,,,,,False,False,,,,,,
80,Shamshie,235.05,248.94,9_50M以上～55M未満,9_50M以上～55M未満,戦,戦,50.63,51.7,エンジニア,エンジニア,True,True,,IMG_2526.PNG,IMG_2540.PNG,1.0,1.0,"51.70M tank, engineer"
81,Wolveress23,235.03,240.94,,9_50M以上～55M未満,航,航,51.7,53.5,エンジニア,エンジニア,True,True,,IMG_2525.PNG,IMG_2533.PNG,1.0,1.0,53.5M aircraft. engineer
82,PHL Pjia,232.33,233.72,,9_50M以上～55M未満,,戦,,51.56,,エンジニア,True,True,,IMG_2527.PNG,IMG_2539.PNG,1.0,0.933,戦車51.56M私エンジニア
83,K18footballer,223.8,,9_50M以上～55M未満,,戦,,50.17,,エンジニア,,False,False,,,,,,
84,LERROYYYY,221.73,,,,,,,,,,False,False,,,,,,
85,ATLANTIC HALO,216.73,254.73,a_50M未満,9_50M以上～55M未満,戦,戦,49.8,51.07,エンジニア,エンジニア,True,True,large_total_delta,IMG_2525.PNG,IMG_2529.PNG,1.0,0.96,戦車51.07M私エンジニア
86,Jinstars,216.18,,,,,,,,,,False,False,,,,,,
87,へ亟へ,215.71,,,,,,,,,,False,False,,,,,,
88,ぷるPuru,212.06,239.08,8_55M以上〜58M未満,7_58M以上〜60M未満,戦,戦,55.8,58.2,指導者,指導者,True,True,large_total_delta,IMG_2522.PNG,IMG_2531.PNG,1.0,1.0,戦車58.2M指導者
89,桃nagareda,211.96,,,,,,,,,,False,False,,,,,,
90,レッチャ,201.58,,,,戦,,46.21,47.5,エンジニア,エンジニア,True,True,,,IMG_2541.PNG,,1.0,47.5エンジニア
91,Sunnouk,201.37,,,,,,,,,,False,False,,,,,,
92,PHL Sai,196.85,,,,,,,,,,False,False,,,,,,
93,pecten,178.49,184.76,a_50M未満,a_50M未満,戦,戦,44.4,45.2,エンジニア,エンジニア,True,True,,IMG_2528.PNG,IMG_2539.PNG,1.0,0.923,戦車45.2M私エンジニア
94,OLDヤンガス,177.14,222.56,a_50M未満,a_50M未満,戦,戦,46.17,47.5,エンジニア,エンジニア,True,True,large_total_delta,IMG_2528.PNG,IMG_2536.PNG,1.0,0.933,戦車47.50Mエンジニア
95,ひでとん9120,176.26,,,,,,,,,,False,False,,,,,,
96,DeveshS,172.93,,,,,,,,,,False,False,,,,,,
97,youuuuri,168.02,178.96,a_50M未満,a_50M未満,戦,戦,43.02,43.57,エンジニア,エンジニア,True,True,,IMG_2528.PNG,IMG_2534.PNG,1.0,1.0,戦車43.57M エンジニア
