reason,target_server,x,y,sheet_row,existing_at,event_time,existing_owner,owner_for_sheet,image,source_text,kind_sheet,existing_type,event_type
existing_newer,#511,249,749,1302,2026/05/28 12:29,2026/05/27 12:29:10,破壊,破壊,IMG_1295.PNG,"#523[fIrE]が#511領有中のLV.2都市#511(249,749)を攻 撃し、陣営のために破壊宝箱x5を勝ち取りました 2026-5-27 12:29:10",,,
existing_newer,#509,649,849,1076,2026/05/28 12:30,2026/05/27 12:30:02,破壊,破壊,IMG_1295.PNG,"#503[xjR]が#509[OTT]領有中のLV.1都市#509(649,849)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-27 12:30:02",,,
existing_newer,#511,449,749,1295,2026/05/28 12:33,2026/05/27 12:33:26,破壊,破壊,IMG_1296.PNG,"#523[NBNH]が#511[DaNG]領有中のLv.2都市 #511(449,749)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-27 12:33:26",,,
existing_newer,#511,649,349,1186,2026/05/28 12:35,2026/05/27 12:35:01,破壊,破壊,IMG_1296.PNG,"#480[WbWが#511[5Va]領有中のLV.3都市 #511(649,349)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-27 12:35:01",,,
existing_newer,#509,749,649,1051,2026/05/28 12:35,2026/05/27 12:35:10,破壊,破壊,IMG_1296.PNG,"#503[xjR]が#509[MOn]領有中のLV.2都市#509(749,649)を 攻撃し、陣宮のために破壊宝額＊5を勝ち取りました 2026-5-27 12:35:10",,,
existing_newer,#511,949,749,1299,2026/05/28 12:38,2026/05/27 12:38:18,破壊,破壊,IMG_1296.PNG,"#476[476M]が#511領有中のLV.1都市#511(949,749)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-27 12:38:18",,,
existing_newer,#509,849,549,1040,2026/05/28 12:02,2026/05/27 12:56:27,破壊,破壊,IMG_1296.PNG,"#503[UMN]が#509[M0n]領有中のLV.1都市 #509(849,549)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-27 12:56:27",,,
existing_newer,#534,699,399,1669,2026/05/28 2:13,2026/05/28 02:07:00,sg3,Sg3,IMG_1301.PNG,"連盟Sg3がLV.3漁場 #534(X:699,Y:399)を占 領",,,
low_confidence_no_material_change,#523,799,899,1373,2026/05/28 4:14,2026/05/28 03:47:00,476Z,476Z,IMG_1302.PNG,"連盟476ZがLV.1漁場 #523(X:799,Y:899)を 占領",,,
existing_newer,#509,99,978,1105,2026/05/28 4:30,2026/05/28 04:14:00,OWM,OWM,IMG_1302.PNG,"連盟OWMがLV.1漁場 #509(X:99,Y:978)を占 領",,,
existing_newer,#523,799,20,1405,2026/05/28 6:30,2026/05/28 06:25:00,5DU,5DU,IMG_1303.PNG,"連盟5DUがLV.1漁場 #523(X:799,Y:20)を占 領",,,
existing_newer,#476,749,549,284,2026/05/28 7:02,2026/05/28 06:59:00,476d,476d,IMG_1303.PNG,"連盟476dがLV.2湿地の兵舎 #476(X:749,Y:549)を占領",,,
existing_newer,#8061,874,924,1955,2026/05/28 7:10,2026/05/28 07:02:00,JDX,JDX,IMG_1304.PNG,"連盟DXは連盟TIKWのLV.6漁場 #8061(X:874,Y:924)を奪い",,,
existing_newer,#511,499,599,1286,2026/06/04 7:12,2026/05/28 07:10:00,SsQ,BgNa,IMG_1305.PNG,"連盟BgNaは連盟DaNGのLV.4漁場 #511(X:499,Y:599)を奪い",,,
existing_newer,#511,249,349,1263,2026/05/28 7:18,2026/05/28 07:10:00,2N7,2N7,IMG_1305.PNG,"連盟2N7がLV.2密林の兵舎 #511(X:249,Y:349)を占領",,,
low_confidence_no_material_change,#480,399,20,554,2026/05/28 7:34,2026/05/28 07:34:00,TaW,TaW,IMG_1309.PNG,"連盟TaWは連盟IMoのLV.1漁場 #480(X:399,Y:20)を奪い",,,
low_confidence_no_material_change,#511,99,599,1200,2026/05/28 7:34,2026/05/28 07:34:00,EDFS,EDFS,IMG_1309.PNG,"連盟EDFSは連盟L2のLV.1漁場 #511(X:99,Y:599)を奪い",,,
low_confidence_no_material_change,#509,399,499,893,2026/05/28 7:42,2026/05/28 07:34:00,476A,476A,IMG_1309.PNG,"連盟476Aは連盟GCCのLV.4漁場 #509(X:399,Y:499)を奪い",,,
row_not_found,#511,349,249,,,2026/05/28 07:42:00,,JL0,IMG_1309.PNG,"連盟LOがLV.2密林の兵舎#511(X:349,Y:249) を占領",都市,,
low_confidence_no_material_change,#503,149,349,800,2026/05/28 8:02,2026/05/28 07:42:00,TIKW,TIKW,IMG_1310.PNG,"連盟TIKWがLV.1湿地の村 #503(X:149,Y:349)を占領",,,
existing_newer,#503,399,978,886,2026/05/28 8:11,2026/05/28 08:02:00,RING,RING,IMG_1310.PNG,"連盟RINGがLV.1漁場 #503(X:399,Y:978)を 占領",,,
existing_newer,#511,399,99,1240,2026/05/30 23:28,2026/05/28 08:11:00,K4TR,2N7,IMG_1310.PNG,"連盟2N7がLV.1漁場 #511(X:399,Y:99)を占 領",,,
low_confidence_no_material_change,#511,699,899,1174,2026/05/28 9:36,2026/05/28 09:36:00,CDf8,CDf8,IMG_1313.PNG,"連盟CDf8がLV.1漁場 #511(X:699,Y:899)を 占領",,,
low_confidence_short_owner,#511,249,849,1313,,2026/05/28 09:36:00,,2,IMG_1320.PNG,"連盟2がLV.1密林の村#511(X:249,Y:849) を占領",,,
low_confidence_no_material_change,#480,699,599,614,2026/05/28 8:30,2026/05/28 09:46:00,CDf8,CDf8,IMG_1318.PNG,"連盟CDf8がLV.3漁場 #480(X:699,Y:599)を 占領",,,
low_confidence_no_material_change,#476,699,20,305,2026/05/28 2:07,2026/05/28 09:48:46,R6q,R6q,IMG_1301.PNG,"連盟R6qがLV.1漁場 #476(X:699,Y:20)を占 領",,,
existing_newer,#503,20,499,819,2026/05/28 10:25,2026/05/28 10:14:00,Bye,Bye,IMG_1321.PNG,"連盟ByeがLV.1漁場 #503(X:20,Y:499)を占領",,,
existing_newer,#480,699,799,639,2026/06/03 15:08,2026/05/28 11:11:00,MOn,WbW,IMG_1322.PNG,"連盟WbWがLV.2漁場 #480(X:699,Y:799)を 占領",,,
low_confidence_no_material_change,#8061,724,74,1991,2026/05/28 11:25,2026/05/28 11:16:00,SVa,SVa,IMG_1323.PNG,"連盟SVaがLV.6漁場 #8061(X:724,Y:74)を占 領",,,
existing_newer,#8061,674,24,1775,2026/05/28 11:36,2026/05/28 11:25:00,SVa,SVa,IMG_1323.PNG,"連盟SVaがLV.5漁場 #8061(X:674,Y:24)を占 領",,,
low_confidence_no_material_change,#8061,924,424,1989,2026/05/28 12:20,2026/05/28 12:07:00,BgNa,BgNa,IMG_1324.PNG,"連盟BgNaがLV.6漁場 #8061(X:924,Y:424) を占領",,,
existing_newer,#480,799,399,596,2026/05/28 14:40,2026/05/28 14:26:00,TIKW,TIKW,IMG_1327.PNG,"連盟TIKWがLV.2漁場 #480(X:799,Y:399)を 占領",,,
low_confidence_no_material_change,#8061,24,324,2125,2026/05/28 19:07,2026/05/28 15:52:00,476X,476X,IMG_1328.PNG,"連盟476XがLV.5漁場 #8061(X:24,Y:324)を 占領",,,
existing_newer,#8061,24,274,2132,2026/05/28 19:17,2026/05/28 19:07:00,476X,476X,IMG_1328.PNG,"連盟476XがLV.5漁場 #8061(X:24,Y:274)を 占領",,,
existing_newer,#8061,24,224,2133,2026/05/28 19:28,2026/05/28 19:17:00,476M,476M,IMG_1328.PNG,"連盟476MがLV.5漁場 #8061(X:24,Y:224)を 占領",,,
existing_newer,#8061,24,374,2116,2026/05/28 19:36,2026/05/28 19:28:00,476M,476M,IMG_1328.PNG,"連盟476MがLV.5漁場 #8061(X:24,Y:374)を 占領",,,
low_confidence_no_material_change,#523,699,978,1543,2026/05/28 19:42,2026/05/28 19:36:00,R6q,R6q,IMG_1329.PNG,"連盟R6qがLV.1漁場 #523(X:699,Y:978)を占 領",,,
low_confidence_no_material_change,#509,978,99,1006,2026/05/28 21:08,2026/05/28 20:55:00,one,one,IMG_1330.PNG,"連盟oneがLV.1漁場 #509(X:978,Y:99)を占 領",,,
low_confidence_no_material_change,#480,978,399,600,2026/05/28 22:31,2026/05/28 21:45:00,COZy,COZy,IMG_1332.PNG,"連盟COZyがLV.1漁場 #480(X:978,Y:399)を 占領",,,
existing_newer,#503,799,99,767,2026/05/28 22:37,2026/05/28 22:31:00,TkTk,TkTk,IMG_1332.PNG,"連盟TkTkがLV.1漁場 #503(X:799,Y:99)を占 領",,,
low_confidence_no_material_change,#511,399,299,1112,2026/05/28 23:07,2026/05/28 22:43:00,WUG,WUG,IMG_1333.PNG,"連盟WUGがLV.3漁場 #511(X:399,Y:299)を 占領",,,
existing_newer,#534,799,299,1655,2026/05/28 23:14,2026/05/28 23:07:00,MOE,MOE,IMG_1333.PNG,"連盟MOEがLV.2漁場 #534(X:799,Y:299)を占 領",,,
existing_newer,#476,699,799,420,2026/05/29 1:00,2026/05/29 00:44:00,476H,476H,IMG_1334.PNG,"連盟476HがLV.2漁場 #476(X:699,Y:799)を 占領",,,
existing_newer,#476,799,799,422,2026/05/29 1:21,2026/05/29 01:00:00,476H,476H,IMG_1334.PNG,"連盟476HがLV.2漁場 #476(X:799,Y:799)を 占領",,,
low_confidence_no_material_change,#480,399,99,568,2026/05/29 3:45,2026/05/29 01:30:00,IMP,IMP,IMG_1335.PNG,"連盟IMpがLV.1漁場 #480(X:399,Y:99)を占 領",,,
existing_newer,#480,399,199,582,2026/05/29 3:57,2026/05/29 03:45:00,TaW,TaW,IMG_1335.PNG,"連盟TaWがLV.2漁場 #480(X:399,Y:199)を占 領",,,
existing_newer,#476,899,499,383,2026/05/29 4:10,2026/05/29 04:02:00,476Z,476Z,IMG_1335.PNG,"連盟476ZがLV.1漁場 #476(X:899,Y:499)を 占領",,,
low_confidence_no_material_change,#440,799,499,157,2026/05/29 4:39,2026/05/29 04:10:00,SsQ,SsQ,IMG_1336.PNG,"連盟SSQがLV.2漁場 #440(X:799,Y:499)を占 領",,,
existing_newer,#523,899,699,1374,2026/06/03 23:14,2026/05/29 04:39:00,WUG,EDFS,IMG_1336.PNG,"連盟EDFSがLV.1漁場 #523(X:899,Y:699)を 占領",,,
existing_newer,#8061,74,774,2140,2026/05/29 5:27,2026/05/29 05:12:00,Kfk,Kfk,IMG_1337.PNG,"連盟KfkがLV.6漁場 #8061(X:74,Y:774)を占 領",,,
existing_newer,#503,699,199,779,2026/05/29 10:28,2026/05/29 10:04:00,AAOA,AAOA,IMG_1339.PNG,"連盟AAOAがLV.2漁場 #503(X:699,Y:199)を 占領",,,
existing_newer,#503,599,199,777,2026/05/29 10:56,2026/05/29 10:28:00,AAOA,AAOA,IMG_1339.PNG,"連盟AAOAがLV.2漁場 #503(X:599,Y:199)を 占領",,,
low_confidence_no_material_change,#480,899,299,585,2026/05/29 11:37,2026/05/29 11:22:00,TkTk,TkTk,IMG_1340.PNG,"連盟TkTkがLV.1漁場 #480(X:899,Y:299)を 占領",,,
existing_newer,#480,899,199,574,2026/05/29 11:51,2026/05/29 11:37:00,TIKW,TIKW,IMG_1340.PNG,"連盟TIKWがLV.1漁場 #480(X:899,Y:199)を 占領",,,
existing_newer,#476,899,699,408,2026/05/29 14:51,2026/05/29 14:30:00,476Z,476Z,IMG_1341.PNG,"連盟476ZがLV.1漁場 #476(X:899,Y:699)を 占領",,,
low_confidence_no_material_change,#511,978,199,1249,2026/05/29 15:42,2026/05/29 14:51:00,TrX,TrX,IMG_1342.PNG,"連盟TrXがLV.1漁場 #511(X:978,Y:199)を占 領",,,
low_confidence_no_material_change,#511,899,199,1247,2026/05/29 17:28,2026/05/29 17:28:00,TrX,TrX,IMG_1343.PNG,"連盟TrXがLV.1漁場 #511(X:899,Y:199)を占 領",,,
existing_newer,#511,799,199,1245,2026/05/30 7:33,2026/05/30 06:57:00,IMp,IMP,IMG_1416.PNG,"連盟IMpがLV.2漁場 #511(X:799,Y:199)を占 領",,,
existing_newer,#534,799,499,1687,2026/05/30 9:57,2026/05/30 08:48:00,JDX,JDX,IMG_1417.PNG,"連盟DXがLV.2漁場 #534(X:799,Y:499)を占 領",,,
low_confidence_no_material_change,#509,49,149,1005,2026/05/30 11:01,2026/05/30 10:35:00,SHA,SHA,IMG_1418.PNG,"連盟SHAがLV.1密林の村#509(X:49,Y:149) を占領",,,
low_confidence_no_material_change,#511,849,549,1280,2026/05/30 11:13,2026/05/30 11:01:00,SVa,SVa,IMG_1419.PNG,"連盟SVaがLV.1密林の村 #511(X:849,Y:549) を占領",,,
low_confidence_no_material_change,#511,349,49,1223,2026/05/30 11:13,2026/05/30 11:01:00,2N7,2N7,IMG_1419.PNG,"連盟2N7がLV.1密林の村#511(X:349,Y:49) を占領",,,
existing_newer,#509,49,249,1014,2026/05/30 14:36,2026/05/30 11:40:00,tWD,tWD,IMG_1406.PNG,"連盟tWDがLV.1密林の村 #509(X:49,Y:249) を占領",,,
row_not_found,#511,649,49,,,2026/05/30 13:03:42,,破壊,IMG_1465.PNG,"#523[EDFS]が#511領有中のLV.1都市#511(649,49)を攻 撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-30 13:03:42",都市,,
row_not_found,#511,649,849,,,2026/05/30 13:06:13,,破壊,IMG_1465.PNG,"#480[CDf8が#511領有中のLV.1都市#511(649,849)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-30 13:06:13",都市,,
existing_newer,#476,799,499,381,2026/05/30 14:42,2026/05/30 14:36:00,ALj,ALj,IMG_1407.PNG,"連盟ALjがLV.2漁場 #476(X:799,Y:499)を占 領",,,
existing_newer,#476,20,499,376,2026/05/30 14:44,2026/05/30 14:42:00,476H,476H,IMG_1407.PNG,"連盟476HがLV.1漁場 #476(X:20,Y:499)を占 領",,,
low_confidence_no_material_change,#523,749,949,1531,2026/05/30 15:03,2026/05/30 15:03:00,476Z,476Z,IMG_1408.PNG,"連盟476ZがLV.1湿地の村 #523(X:749,Y:949) を占領",,,
existing_newer,#8061,974,874,2076,2026/05/30 15:08,2026/05/30 15:03:00,FHX,FHX,IMG_1408.PNG,"連盟FHXは連盟TKTkのLV.5漁場 #8061(X:974,Y:874)を奪い",,,
low_confidence_no_material_change,#509,599,799,979,2026/05/30 15:14,2026/05/30 15:08:00,MOn,MOn,IMG_1409.PNG,"連盟MOnは連盟StjのLV.2漁場 #509(X:599,Y:799)を奪い",,,
low_confidence_no_material_change,#440,20,699,80,2026/05/30 15:14,2026/05/30 15:08:00,BAJ,BAJ,IMG_1409.PNG,"連盟BAがLV.1漁場 #440(X:20,Y:699)を占領",,,
low_confidence_no_material_change,#511,599,199,1127,2026/05/30 15:18,2026/05/30 15:18:00,2N7,2N7,IMG_1410.PNG,"連盟2N7がLV.2漁場 #511(X:599,Y:199)を占 領",,,
low_confidence_no_material_change,#509,20,799,1073,2026/05/30 15:18,2026/05/30 15:18:00,noI,noI,IMG_1411.PNG,"連盟noIは連盟KOCHのLV.1漁場 #509(X:20,Y:799)を奪い",,,
low_confidence_no_material_change,#509,799,299,954,2026/05/30 15:29,2026/05/30 15:18:00,RCON,RCON,IMG_1411.PNG,"連盟RCONは連盟OWMのLV.2漁場 #509(X:799,Y:299)を奪い",,,
existing_newer,#8061,224,874,2054,2026/05/30 15:34,2026/05/30 15:29:00,VEX,VEX,IMG_1411.PNG,"連盟VEXがLV.7漁場 #8061(X:224,Y:874)を 占領",,,
low_confidence_no_material_change,#480,349,949,661,2026/05/30 15:43,2026/05/30 15:34:00,TkTk,TkTk,IMG_1412.PNG,"連盟TkTkがLV.1湿地の村 #480(X:349,Y:949) を占領",,,
low_confidence_no_material_change,#509,99,799,1081,2026/05/30 15:43,2026/05/30 15:34:00,xjR,xjR,IMG_1412.PNG,"連盟xjRは連盟KOCHのLV.1漁場 #509(X:99,Y:799)を奪い",,,
low_confidence_no_material_change,#509,20,699,1062,2026/05/30 15:58,2026/05/30 15:52:00,Dao,Dao,IMG_1414.PNG,"連盟Daoは連盟eXtのLV.1漁場 #509(X:20,Y:699)を奪い",,,
low_confidence_no_material_change,#511,949,449,1269,2026/05/30 15:52,2026/05/30 15:52:00,DaNG,DaNG,IMG_1426.PNG,"連盟DaNGがLV.1密林の村 #511(X:949,Y:449)を占領",,,
existing_newer,#503,99,978,885,2026/05/30 16:09,2026/05/30 15:52:00,FarM,FarM,IMG_1426.PNG,"連盟FarMがLV.1漁場 #503(X:99,Y:978)を占 領",,,
existing_newer,#511,849,449,1268,2026/05/30 16:36,2026/05/30 16:29:00,SVa,SVa,IMG_1427.PNG,"連盟SVaがLV.1密林の村 #511(X:849,Y:449) を占領",,,
low_confidence_no_material_change,#511,949,349,1260,2026/05/30 16:44,2026/05/30 16:43:00,DaNG,DaNG,IMG_1428.PNG,"連盟DaNGがLV.1密林の村 #511(X:949,Y:349)を占領",,,
low_confidence_no_material_change,#480,199,799,494,2026/05/30 17:07,2026/05/30 17:07:00,MtG,MtG,IMG_1441.PNG,"連盟MtGがLV.2漁場 #480(X:199,Y:799)を占 領",,,
existing_newer,#509,49,49,994,2026/05/30 19:51,2026/05/30 19:43:00,BHE,BHE,IMG_1442.PNG,"連盟BHEがLV.1密林の村#509(X:49,Y:49)を 占領",,,
row_not_found,#509,449,849,,,2026/05/30 20:12:36,,破壊,IMG_1465.PNG,"#503[5t]が#509[AoW]領有中のLV.1都市#509(449,849)を 攻撃し、陣宮のために破壊宝額＊2を勝ち取りました 2026-5-30 20:12:36",都市,,
row_not_found,#509,849,849,,,2026/05/30 20:14:50,,破壊,IMG_1466.PNG,"#503[5tj]が#509[OTT]領有中のLV.1都市#509(849,849)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-30 20:14:50",都市,,
row_not_found,#480,349,549,,,2026/05/30 20:15:30,,破壊,IMG_1466.PNG,"#440[BAJ]が#480[BgNa]領有中のLV.3都市 #480(349,549)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 20:15:30",都市,,
row_not_found,#440,849,849,,,2026/05/30 20:41:23,,破壊,IMG_1466.PNG,"#480[AAOA]が#440領有中のLV.1都市#440(849,849)を 攻撃し、陣営のために破壊宝箱xをち取りました 2026-5-30 20:41:23",都市,,
row_not_found,#511,449,249,,,2026/05/30 20:53:06,,破壊,IMG_1466.PNG,"#523[fIrE]が#511[2N7]領有中のLV.2都市#511(449,249)を 攻撃し、陣営のために破壊宝箱x5を勝ち取りました 2026-5-30 20:53:06",都市,,
low_confidence_no_material_change,#534,149,149,1635,2026/05/30 23:03,2026/05/30 21:35:00,nO9,nO9,IMG_1444.PNG,"連盟nO9がLV.1密林の村 #534(X:149,Y:149) を占領",,,
existing_newer,#480,899,99,537,2026/05/30 23:07,2026/05/30 23:03:00,TIKW,TIKW,IMG_1444.PNG,"連盟TIKWがLV.1漁場 #480(X:899,Y:99)を占 領",,,
row_not_found,#8061,924,824,,,2026/05/30 23:07:00,,KTVS,IMG_1445.PNG,"連盟KTVSは連盟TKTKのLV.6漁場 #8061(X:924,Y:824)を奪い",漁場,,
low_confidence_no_material_change,#509,799,99,890,2026/05/30 23:10,2026/05/30 23:07:00,one,one,IMG_1445.PNG,"連盟oneは連盟SHAのLV.1漁場 #509(X:799,Y:99)を奪い",,,
low_confidence_no_material_change,#503,649,849,693,2026/05/30 23:10,2026/05/30 23:07:00,RING,RING,IMG_1445.PNG,"連盟RINGがLV.1湿地の村 #503(X:649,Y:849) を占領",,,
low_confidence_no_material_change,#509,699,899,1090,2026/05/30 23:13,2026/05/30 23:07:00,TkTk,TkTk,IMG_1446.PNG,"連盟TKTkは連盟xjRのLV.1漁場 #509(X:699,Y:899)を奪い",,,
low_confidence_no_material_change,#511,199,399,1132,2026/05/30 23:13,2026/05/30 23:07:00,5DU,5DU,IMG_1446.PNG,"連盟5DUがLV.2漁場 #511(X:199,Y:399)を占 領",,,
low_confidence_no_material_change,#534,299,399,1680,2026/05/30 23:13,2026/05/30 23:07:00,476C,476C,IMG_1446.PNG,"連盟476Cは連盟4tHのLV.3漁場 #534(X:299,Y:399)を奪い",,,
row_not_found,#8061,974,774,,,2026/05/30 23:13:00,,KTVS,IMG_1447.PNG,"連盟KTVSは連盟MtGのLV.5漁場 #8061(X:974,Y:774)を奪い",漁場,,
low_confidence_no_material_change,#480,99,799,646,2026/05/30 23:16,2026/05/30 23:13:00,FHX,FHX,IMG_1447.PNG,"連盟FHXは連盟MtGのLV.1漁場 #480(X:99,Y:799)を奪い",,,
low_confidence_no_material_change,#509,699,199,889,2026/05/30 23:16,2026/05/30 23:13:00,one,one,IMG_1447.PNG,"連盟oneは連盟AoWのLV.2漁場 #509(X:699,Y:199)7 を奪い",,,
low_confidence_no_material_change,#509,899,978,1103,2026/05/30 23:16,2026/05/30 23:13:00,hMt,hMt,IMG_1447.PNG,"連盟hMtは連盟OTTのLV.1漁場 #509(X:899,Y:978)を奪い",,,
low_confidence_no_material_change,#509,799,399,974,2026/05/30 23:16,2026/05/30 23:13:00,RCON,RCON,IMG_1447.PNG,"連盟RCONがLV.2漁場 #509(X:799,Y:399)を 占領",,,
low_confidence_no_material_change,#511,699,299,1257,2026/05/30 23:20,2026/05/30 23:13:00,AAOA,AAOA,IMG_1448.PNG,"連盟AAOAは連盟sbMのLV.3漁場 #511(X:699,Y:299)を奪い",,,
low_confidence_no_material_change,#534,549,649,1599,2026/05/30 23:25,2026/05/30 23:20:00,89M,89M,IMG_1449.PNG,"連盟89MがLV.3密林の集会場 #534(X:549,Y:649)を占領",,,
low_confidence_no_material_change,#511,978,599,1291,2026/05/30 23:25,2026/05/30 23:20:00,476M,476M,IMG_1449.PNG,"連盟476Mは連盟TRhのLV.1漁場 #511(X:978,Y:599)を奪い",,,
